TAZ,gqpop2010,military_jobs,ag,cstr,fire,govt,hh1,hh2,hh3,hh4,hh5,hotel,hr,hu,indus,pop,rc,retail,service,tcu,totalemp,totalhh
421,23,0,0,13,11,0,282,511,313,225,234,0,0,1832,5,4624,0,0,91,2,122,1565
422,0,0,0,0,6,0,80,171,120,99,106,0,0,599,3,1837,0,0,70,0,79,576
423,7,0,0,11,29,0,46,119,63,59,99,0,0,397,14,1348,0,0,121,10,185,386
426,0,168,0,101,102,50,4,2,1,0,0,0,0,8,182,11,0,132,257,13,1005,7
432,3241,0,0,16,6,128,59,124,108,137,118,0,0,637,24,5117,0,3,114,19,310,546
434,6,0,0,0,1,0,47,81,67,58,74,0,0,347,1,1095,0,0,7,0,9,327
435,9,0,0,20,13,45,106,272,178,136,186,0,0,910,15,2897,0,7,185,3,288,878
436,5,0,0,18,27,80,92,311,176,138,180,0,0,930,3,2837,0,0,57,2,187,897
437,45,0,6,15,14,0,196,493,321,236,307,0,0,1610,7,5033,0,10,164,3,219,1553
438,0,701,5,188,82,275,1,4,2,0,2,0,0,12,359,25,0,65,516,79,2270,9
439,7,0,8,26,23,39,235,688,473,327,500,0,0,2310,7,7483,0,20,139,7,269,2223
443,0,0,1,34,2,633,0,1,5,3,6,0,0,16,37,65,0,25,175,61,968,15
449,120,0,0,28,8,15,51,108,91,100,211,0,0,582,5,2427,0,33,124,1,214,561
450,78,0,0,12,7,0,109,182,126,115,265,0,0,823,1,3270,0,0,46,1,67,797
451,155,33,7,372,232,373,105,176,166,149,239,0,0,864,374,3279,0,48,2986,261,4686,835
452,19,0,0,17,5,79,24,90,52,55,120,0,0,354,9,1379,0,7,57,11,185,341
458,70,0,0,15,5,0,55,147,99,99,214,0,0,627,2,2572,0,11,43,0,76,614
459,0,0,0,20,7,0,33,94,77,66,152,0,0,438,2,1796,0,0,15,0,44,422
460,0,0,0,40,48,0,171,269,151,169,102,0,0,972,66,2436,0,0,268,3,425,862
461,0,0,0,208,5,43,113,195,110,101,84,0,0,676,10,1732,0,319,326,4,915,603
462,0,0,0,104,46,97,112,195,118,128,85,0,0,708,12,1874,0,710,460,5,1434,638
463,0,0,0,31,18,3,132,232,126,109,70,0,0,799,8,1823,0,39,119,4,222,669
464,45,0,0,13,21,62,50,150,116,120,222,0,0,682,9,2576,0,25,148,10,288,658
465,8,0,0,17,6,4,90,158,89,105,87,0,0,577,0,1619,0,0,56,2,85,529
466,0,0,0,12,6,1,129,230,167,147,107,0,0,888,3,2303,0,0,50,3,75,780
467,0,0,0,39,79,26,363,624,418,315,276,0,0,2081,9,5685,0,66,564,26,809,1996
468,0,0,7,72,216,197,1,3,2,3,3,0,0,13,288,40,0,96,1002,48,1926,12
469,0,0,0,52,23,233,75,126,92,90,58,0,0,520,639,1272,0,142,806,161,2056,441
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,47,0,44,0,0,0,0,0,0,0,0,10,0,0,32,93,4,230,0
473,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,40,0,47,1
474,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0
475,0,31,0,242,1,36,0,0,0,0,0,0,0,0,5,0,0,22,57,1,395,0
476,0,0,0,22,1,23,0,0,0,0,0,0,0,0,0,0,0,19,71,0,136,0
477,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,234,0
478,0,31,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0
479,0,44,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,170,0
480,0,25,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,58,0
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,9,23,2,83,34,119,86,67,67,0,0,400,10,1173,0,8,60,6,201,373
483,0,0,0,0,13,0,62,211,146,119,126,0,0,684,3,2116,0,0,62,4,82,664
484,0,0,3,34,14,13,73,278,193,185,165,0,0,932,14,2893,0,128,163,2,371,894
485,0,0,0,25,13,7,289,452,286,197,200,0,0,1546,3,4015,0,21,45,5,119,1424
486,0,0,0,18,11,0,37,104,88,58,82,0,0,419,2,1210,0,0,27,3,61,369
487,0,0,0,24,2,0,58,172,147,111,122,0,0,661,1,1957,0,6,204,5,242,610
488,0,0,0,16,8,0,97,211,127,118,98,0,0,806,2,1967,0,0,47,1,74,651
489,0,0,0,0,7,0,31,148,116,104,91,0,0,501,15,1604,0,0,21,2,45,490
490,0,0,7,278,202,212,24,70,76,66,48,0,0,298,59,927,0,492,2159,102,3511,284
491,0,0,0,15,3,1,34,89,91,62,52,0,0,371,2,1025,0,0,45,0,66,328
492,0,0,0,9,7,0,124,287,198,158,164,0,0,997,5,2832,0,0,74,6,101,931
493,0,0,4,356,131,156,664,1227,902,870,681,0,0,4638,134,13240,0,59,7501,522,8863,4344
494,0,0,0,219,6,1,420,803,613,584,417,0,0,3040,24,8778,0,10,190,9,459,2837
495,0,43,37,904,219,395,324,444,202,111,104,0,0,1372,277,2862,0,137,3124,994,6130,1185
496,0,0,0,8,0,0,426,472,224,140,141,0,0,1533,1,3494,0,0,86,0,95,1403
497,0,0,0,10,10,0,49,112,68,55,93,0,0,391,2,1249,0,0,34,1,57,377
498,0,0,0,0,2,0,20,83,63,52,54,0,0,280,0,883,0,0,24,1,27,272
499,0,0,0,13,0,1,80,91,66,49,60,0,0,381,2,998,0,12,6,0,34,346
500,0,0,0,22,21,4,121,204,162,101,126,0,0,803,8,2147,0,0,37,0,92,714
501,0,0,0,166,215,103,140,156,85,65,51,0,0,555,22,1265,0,330,870,15,1721,497
502,0,0,0,9,14,0,25,67,55,31,45,0,0,245,3,701,0,0,26,6,58,223
503,0,0,0,21,2,0,59,115,69,70,80,0,0,444,36,1229,0,0,28,0,87,393
504,0,0,0,10,7,0,295,425,255,179,157,0,0,1386,15,3563,0,0,24,0,56,1311
505,0,0,1,22,9,0,46,120,107,65,89,0,0,466,1,1359,0,3,292,3,331,427
506,0,0,5,32,9,12,83,146,76,52,47,0,0,486,4,1094,0,58,200,7,327,404
507,0,0,0,0,3,0,22,82,66,36,30,0,0,268,0,699,0,0,43,2,48,236
508,0,0,0,0,10,0,7,34,12,4,3,0,0,73,0,144,0,0,108,6,124,60
509,30,1785,0,35,0,0,7,26,11,13,23,0,0,85,0,310,0,0,10,0,1830,80
510,0,0,0,0,0,0,17,52,43,17,24,0,0,167,0,477,0,0,14,1,15,153
511,0,4814,0,20,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,4891,0
512,0,0,0,20,0,962,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1012,0
513,3,0,0,21,11,16,140,272,167,156,235,0,0,1063,4,3295,0,14,77,1,144,970
514,15,0,0,13,14,0,112,227,173,170,204,0,0,919,4,3016,0,0,60,6,97,886
515,0,0,2,26,0,15,33,30,26,21,51,0,0,169,1,523,0,22,9,0,75,161
516,0,0,0,23,11,63,111,179,118,86,125,0,0,646,4,1856,0,5,90,2,198,619
517,1,0,3,90,46,85,154,133,63,72,98,0,0,577,5,1502,0,103,349,5,686,520
518,13,0,8,143,29,94,119,87,37,44,51,0,0,374,17,876,0,66,379,16,752,338
519,109,0,15,378,119,362,127,172,83,101,107,0,0,678,102,1872,0,208,1417,68,2669,590
520,5,0,11,191,14,219,89,112,68,64,78,0,0,465,22,1250,0,64,269,17,807,411
521,15,0,12,222,47,161,94,112,67,45,58,0,0,420,20,1025,0,71,580,20,1133,376
522,0,0,6,105,7,48,176,165,132,83,116,0,0,763,8,1912,0,49,245,5,473,672
523,8,0,2,41,2,45,194,158,115,91,106,0,0,775,3,1856,0,12,61,3,169,664
524,0,0,19,348,31,88,59,106,51,33,77,0,0,348,23,999,0,29,537,15,1090,326
525,0,0,0,50,11,9,113,87,48,17,24,0,0,315,0,646,0,23,67,1,161,289
526,251,0,101,75,34,82,113,227,153,155,306,0,0,1020,39,3934,0,19,775,22,1147,954
527,0,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
528,0,0,15,9,5,0,17,66,70,60,93,0,0,308,2,1176,0,0,14,0,45,306
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,0,1,11,1,18,11,21,6,6,18,0,0,65,8,204,0,2,62,2,105,62
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
533,921,0,0,21,7,0,112,210,158,119,132,0,0,826,0,3183,0,0,22,0,50,731
534,0,0,4,7,1,2289,35,78,81,100,95,0,0,408,1,1378,0,396,185,52,2935,389
535,2522,2047,0,44,3,0,14,46,57,46,47,0,0,239,1,3269,0,25,2,43,2165,210
536,0,1107,0,31,6,0,118,247,230,254,261,0,0,1231,5,3917,0,25,27,3,1204,1110
537,0,258,1,31,0,51,0,0,0,0,0,80,192,0,2,0,0,0,10,0,433,0
538,123,3089,0,37,590,13,134,276,265,294,245,0,0,1316,4,4254,0,14,414,20,4181,1214
539,0,47,213,0,2,49,15,30,18,28,24,0,0,119,1,377,0,81,5,0,398,115
540,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,13,40,0,75,0
541,0,52,1,273,13,85,101,403,266,287,335,0,0,1443,69,5010,0,80,210,61,844,1392
542,0,0,1,162,84,127,170,339,233,198,232,0,0,1293,73,3808,0,318,1956,104,2825,1172
543,0,0,0,22,12,0,71,228,221,195,301,0,0,1046,10,3835,0,4,197,8,253,1016
544,0,0,0,52,10,4,114,289,225,186,272,0,0,1187,11,3725,0,58,214,20,369,1086
548,5,0,0,24,8,17,26,142,116,129,173,0,0,594,6,2198,0,4,58,20,137,586
550,0,0,0,20,11,6,92,208,151,183,233,0,0,891,45,3165,0,4,47,2,135,867
551,0,0,0,92,12,12,707,986,607,595,650,0,0,3606,16,10761,0,0,113,2,247,3545
552,0,0,0,15,15,0,782,1120,691,509,542,0,0,3887,7,10286,0,0,236,9,282,3644
553,0,0,11,56,5,165,26,116,117,96,143,0,0,517,18,1832,0,20,104,48,427,498
554,0,0,0,51,37,8,195,355,265,244,213,0,0,1339,13,3929,0,51,430,13,603,1272
555,0,0,4,322,21,35,82,389,302,365,559,0,0,1715,10,6719,0,33,160,16,601,1697
556,44,0,4,87,28,44,39,144,116,104,240,0,0,648,8,2702,0,10,705,35,921,643
557,27,0,0,30,6,46,40,146,88,127,297,0,0,713,4,3067,0,3,54,2,145,698
558,0,0,0,22,6,93,74,188,143,126,301,0,0,895,3,3398,0,27,90,1,242,832
559,7,0,1,17,1,26,10,17,13,17,51,0,0,117,1,471,0,33,137,3,219,108
560,0,0,0,0,16,0,12,28,30,19,36,0,0,128,95,457,0,0,182,10,303,125
561,0,0,0,23,14,0,141,306,285,239,279,0,0,1317,6,4221,0,0,74,1,118,1250
562,0,0,0,12,9,1,61,150,108,131,164,0,0,626,3,2187,0,3,21,2,51,614
563,29,0,8,251,92,180,102,278,261,222,366,0,0,1249,35,4651,0,238,3223,256,4283,1229
564,0,0,0,319,35,0,455,788,634,454,616,0,0,3021,31,9592,0,1,202,4,592,2947
565,8,0,6,281,41,342,19,88,66,62,109,566,88,357,23,1328,1271,106,1260,43,2668,344
566,0,0,0,112,10,34,10,32,24,30,28,0,0,133,5,430,0,29,156,7,353,124
567,0,0,0,37,13,0,12,41,21,24,27,0,0,131,0,409,0,0,46,0,96,125
568,6,0,3,167,41,90,224,303,234,221,403,0,0,1398,26,4961,0,7,1010,92,1436,1385
571,0,39,0,0,33,1,38,97,59,68,87,0,0,390,3,1211,0,0,21,15,112,349
572,0,39,0,5,3,8,0,0,0,0,1,0,0,1,1,5,0,2,34,3,95,1
573,0,157,0,10,30,23,0,7,3,2,3,0,0,15,4,49,0,4,54,19,301,15
574,645,157,1,51,29,62,24,32,15,15,30,0,0,132,18,1022,0,36,181,15,550,116
575,0,0,24,498,118,815,0,0,0,0,0,0,0,0,1130,0,0,347,1929,798,5659,0
576,0,0,7,145,99,304,0,0,0,0,0,0,0,0,721,0,0,175,765,295,2511,0
577,0,0,17,412,111,658,0,0,0,0,0,0,0,0,967,0,0,237,1425,611,4438,0
578,0,0,4,254,9,249,0,2,0,0,0,0,0,2,403,4,0,43,182,181,1325,2
579,0,0,6,149,28,512,0,0,0,0,1,0,0,1,167,8,0,192,660,134,1848,1
580,0,0,3,291,8,210,1,1,0,0,0,0,0,2,295,3,0,39,240,76,1162,2
581,0,0,0,44,11,42,82,142,71,70,80,0,0,453,8,1375,0,6,226,11,348,445
582,0,0,0,182,28,104,286,404,213,162,153,3251,5410,1336,16,3280,2403,84,1457,62,5184,1218
583,0,0,0,131,5,0,296,574,377,269,242,0,0,1916,4,5066,0,187,460,15,802,1758
584,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0
585,14,0,0,22,1,40,6,17,14,17,22,0,0,80,8,291,0,28,103,5,207,76
586,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,50,0
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
588,0,0,0,0,3,1,22,97,66,56,117,0,0,361,2,1371,0,0,12,1,19,358
589,0,0,0,464,76,227,0,0,0,0,0,0,0,0,12,0,0,405,346,61,1591,0
590,0,0,0,587,68,111,0,1,0,0,0,0,0,2,9,2,0,694,468,11,1948,1
592,0,0,1,499,11,163,0,0,0,0,0,0,0,0,18,0,0,211,368,22,1293,0
593,0,0,25,1210,333,2129,0,0,0,0,0,0,0,0,143,0,0,130,1645,108,5723,0
594,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
595,112,0,0,54,339,9,6,17,10,13,7,0,0,59,15,275,0,3,1549,572,2541,53
596,0,0,0,71,0,17,0,0,2,2,1,0,0,5,0,22,0,3,24,1,116,5
607,0,0,4,7,6,3,76,181,145,124,161,0,0,733,1,2333,0,65,51,3,140,687
608,0,0,0,46,0,0,225,328,176,162,136,0,0,1079,2,2848,0,0,5,0,53,1027
609,0,0,3,74,13,10,940,1328,738,545,519,0,0,4168,1,10983,0,18,195,26,340,4070
610,16,0,48,76,89,6,112,345,209,229,402,0,0,1313,126,4826,0,44,811,36,1236,1297
611,0,0,0,1,6,76,0,0,0,0,0,0,0,0,4,0,0,0,264,11,362,0
612,0,0,0,64,0,12,0,0,0,0,0,0,0,0,2,0,0,3,20,1,102,0
613,0,0,0,2,0,7,1,7,7,2,2,0,0,22,3,56,0,0,9,1,22,19
614,5,0,0,130,30,9,870,1455,923,744,815,0,0,4934,15,14334,0,25,379,21,609,4807
615,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,2,10,0,18,0
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,70,61,37,745,2,5,3,2,9,0,0,23,370,81,0,211,691,152,2337,21
618,0,0,37,0,0,10,10,7,3,3,5,0,0,31,0,72,0,12,1,0,60,28
619,20,0,0,9,7,4,16,49,38,32,130,0,0,278,2,1263,0,1,9,1,33,265
620,0,52,0,0,0,0,0,6,5,3,8,0,0,22,0,82,0,0,0,0,52,22
621,0,0,0,0,7,1,38,82,81,52,210,0,0,480,1,2109,0,0,38,1,48,463
622,0,0,0,0,39,128,11,43,39,49,137,0,0,294,2,1383,0,2,269,19,459,279
623,0,0,0,2,22,113,62,102,71,48,169,0,0,572,3,1860,0,122,193,1,456,452
624,10,0,3,2,6,6,40,65,74,81,148,0,0,444,8,1667,0,18,42,1,86,408
625,0,0,73,3,1,14,4,15,9,9,32,0,0,72,2,278,0,13,9,0,115,69
626,0,0,1,4,6,7,45,97,78,90,199,0,0,562,7,2098,0,2,32,1,60,509
627,78,0,1,8,1,6,30,30,31,19,44,0,0,162,1,618,0,0,13,7,37,154
628,0,0,2,0,2,0,9,21,22,23,60,0,0,148,7,570,0,1,29,13,54,135
629,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,1
630,0,0,0,0,0,0,0,1,4,2,4,0,0,11,0,46,0,0,1,0,1,11
631,0,0,14,64,2,0,48,136,94,125,245,0,0,687,2,2577,0,2,46,0,130,648
632,0,0,7,0,3,0,26,79,59,50,93,0,0,322,1,1137,0,2,13,1,27,307
633,0,0,0,0,3,0,43,90,63,65,178,0,0,470,12,1806,0,1,96,3,115,439
634,542,0,14,6,16,4,124,205,145,188,442,0,0,1215,7,5009,0,19,106,4,176,1104
635,194,0,103,2,25,34,48,167,120,111,288,0,0,765,5,3178,0,23,277,9,478,734
636,17,0,41,4,51,42,78,147,132,120,272,0,0,814,15,2987,0,180,255,10,598,749
637,29,0,33,3,41,160,127,100,72,59,167,0,0,595,5,1840,0,188,201,1,632,525
638,4,0,3,14,8,3,44,120,111,129,311,0,0,728,2,3100,0,2,72,3,107,715
639,334,0,5,0,6,101,19,72,48,61,139,0,0,356,4,1816,0,1,45,16,178,339
640,131,0,18,2,3,61,202,159,105,122,211,0,0,1025,6,2749,0,4,96,3,193,799
641,160,0,11,6,16,4,201,344,268,279,617,47,0,1911,14,6737,111,51,518,19,686,1709
642,0,0,0,81,9,5,1,15,7,4,7,45,103,40,1,111,5,18,18,1,178,34
643,0,0,0,0,1,2,493,625,398,336,360,145,0,2826,0,6382,348,2,62,4,216,2212
644,0,0,0,4,3,0,47,55,27,18,40,0,0,201,0,547,0,0,7,0,14,187
645,292,0,0,1,2,9,33,33,12,17,29,0,0,129,1,663,0,41,40,2,96,124
646,334,1,34,5,3,28,23,53,31,18,32,0,0,169,10,824,0,35,117,2,235,157
647,0,0,1,0,8,0,26,39,28,25,39,0,0,167,2,538,0,9,56,0,76,157
648,2,0,7,0,5,1,237,259,132,111,118,0,0,945,8,2288,0,2,151,2,176,857
649,0,0,0,1,3,0,29,53,36,43,73,0,0,244,1,835,0,6,17,1,29,234
650,2,0,68,48,36,124,58,86,49,58,84,0,0,353,83,1097,0,28,413,55,855,335
651,0,0,3,1,8,13,78,154,85,80,113,0,0,535,4,1670,0,3,42,9,83,510
652,0,0,3,3,2,6,48,67,69,48,106,0,0,355,1,1219,0,15,34,0,64,338
653,0,0,1,7,19,24,33,59,60,69,99,0,0,339,45,1237,0,22,128,10,256,320
654,0,0,16,0,187,3,9,16,10,8,8,0,0,57,0,162,0,3,82,13,304,51
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,150,137,32,25,9,14,115,232,172,146,189,0,0,895,10,2919,0,19,99,5,350,854
657,0,0,4,8,0,14,1,0,2,2,2,0,0,9,49,29,0,41,36,4,156,7
658,0,0,89,27,27,38,6,10,5,8,5,0,0,52,28,101,0,153,295,11,668,34
659,57,0,7,24,55,55,56,80,47,44,71,0,0,319,22,992,0,157,377,19,716,298
660,0,0,3,7,4,23,43,38,21,11,23,0,0,144,5,396,0,22,152,3,219,136
661,0,0,0,15,4,39,31,58,26,33,38,0,0,208,24,580,0,24,143,10,259,186
662,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,6,0,26,0
663,0,0,1,23,14,181,48,82,47,57,46,0,0,307,12,852,0,0,110,23,364,280
664,3,0,8,12,71,27,157,232,137,123,173,0,0,873,12,2523,0,93,265,9,497,822
665,0,0,1,161,22,4,156,254,174,188,187,1,0,1010,20,3030,1,12,299,15,535,959
666,16,0,11,47,2,23,7,21,8,11,16,0,0,65,2,222,0,15,48,0,148,63
667,14,0,166,18,57,206,180,258,186,173,270,408,948,1238,28,3654,31,189,997,41,2110,1067
668,1867,0,63,8,119,66,135,293,203,222,460,20,48,1560,29,7001,0,283,2933,34,3555,1313
669,340,0,35,0,30,79,227,333,218,208,336,0,0,1528,5,4745,0,42,246,4,441,1322
670,11,0,7,207,8,14,76,121,97,83,102,0,0,574,3,1555,0,26,79,5,349,479
671,0,0,42,0,165,18,37,80,59,44,85,0,0,316,24,1094,0,17,1169,83,1518,305
672,0,0,0,8,0,0,13,10,22,14,16,0,0,78,1,245,0,0,3,0,12,75
673,0,0,88,2,14,42,46,116,89,66,99,0,0,453,12,1369,0,41,119,109,427,416
674,0,0,52,0,35,4,58,142,102,74,134,0,0,548,3,1720,0,6,62,4,166,510
675,0,0,0,11,7,0,13,32,15,13,20,0,0,97,0,289,0,0,3,0,21,93
676,14,0,8,63,10,1,65,193,94,68,112,0,0,564,4,1659,0,15,41,1,143,532
677,0,0,0,26,3,0,27,54,61,54,70,0,0,283,1,983,0,0,20,0,50,266
678,0,0,0,19,0,0,9,36,13,17,31,0,0,112,3,363,0,0,5,0,27,106
679,0,0,0,0,0,4,1,6,1,3,2,0,0,13,0,40,0,2,5,0,11,13
680,0,0,0,0,2,6,178,305,165,117,94,0,0,1150,11,2274,0,56,122,31,228,859
681,42,0,0,10,5,0,55,171,113,99,114,0,0,574,21,1891,0,0,29,1,66,552
682,0,0,0,5,4,7,69,190,115,105,103,0,0,694,1,1786,0,0,68,3,88,582
683,0,0,0,72,6,0,23,129,74,83,67,0,0,391,10,1228,0,1,21,1,111,376
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,17,0
685,0,0,0,12,2,0,35,105,50,46,44,0,0,321,1,843,0,0,208,1,224,280
686,0,0,0,3,3,0,20,76,35,43,38,0,0,227,2,669,0,0,8,0,16,212
687,0,0,1,11,12,10,33,118,60,65,57,0,0,356,2,1055,0,5,29,0,70,333
688,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
689,0,0,0,1,16,0,27,104,66,40,41,0,0,291,1,828,0,0,16,2,36,278
690,0,0,0,4,2,13,21,57,32,35,65,0,0,219,7,774,0,0,141,3,170,210
691,7,0,0,5,12,5,35,114,59,57,61,0,0,342,3,1028,0,2,34,1,62,326
692,0,0,0,12,6,0,75,185,133,106,123,0,0,679,5,1945,0,4,80,2,109,622
693,0,0,2,7,20,61,338,417,178,135,124,0,0,1394,49,2938,0,200,346,18,703,1192
694,2,0,1,11,103,63,2,1,0,1,0,0,0,4,35,10,0,370,431,4,1018,4
695,0,0,1,7,7,60,164,262,114,88,67,0,0,876,4,1789,0,84,236,10,409,695
696,0,0,0,11,1,0,64,110,48,32,58,0,0,336,1,896,0,0,25,1,39,312
697,103,0,1,8,7,30,65,129,87,64,106,0,0,491,7,1633,0,2,88,1,144,451
698,14,0,0,1,19,176,40,94,76,51,103,0,0,385,5,1325,0,15,352,14,582,364
699,3,0,0,8,72,88,96,187,97,83,143,0,0,675,3,1908,0,26,120,5,322,606
700,0,0,1,111,14,27,69,105,94,60,109,0,0,479,40,1431,0,115,246,5,559,437
701,0,0,0,23,2,1,13,19,18,8,9,0,0,71,0,190,0,0,3,0,29,67
702,218,0,0,4,8,240,7,9,8,5,4,0,0,37,4,312,0,42,207,21,526,33
703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0
704,8,0,0,0,1,13,18,68,46,33,31,0,0,204,2,613,0,0,142,3,161,196
705,21,0,0,0,4,0,47,104,53,42,76,0,0,339,0,1046,0,2,19,1,26,322
706,5,0,0,17,4,0,41,165,114,93,119,0,0,560,3,1833,0,0,19,14,57,532
707,0,0,1,0,0,24,0,0,2,0,0,0,0,2,4,6,0,30,181,1,241,2
708,0,0,20,6,4,31,4,14,5,3,10,0,0,41,3,128,0,63,79,6,212,36
709,27,0,0,12,5,3,45,168,104,89,126,0,0,565,9,1788,0,2,48,1,80,532
710,0,0,0,11,9,9,40,128,81,77,84,0,0,431,18,1369,0,42,99,4,192,410
711,124,0,0,1,5,0,49,98,104,58,85,0,0,414,1,1462,0,0,216,1,224,394
712,0,0,0,5,5,8,37,51,33,22,21,0,0,189,5,448,0,36,55,30,144,164
713,0,0,0,4,0,24,0,0,0,0,0,0,0,0,1,0,0,79,80,3,191,0
714,0,0,0,5,2,1,9,18,14,11,23,0,0,79,2,274,0,0,19,0,29,75
715,0,0,0,1,5,0,50,83,37,32,54,0,0,265,3,775,0,4,130,46,189,256
716,26,0,0,256,91,11,163,183,164,133,166,0,0,866,7,2587,0,135,380,26,906,809
717,0,0,0,1,1,13,28,45,32,32,23,0,0,172,1,488,0,18,92,1,127,160
718,0,0,0,20,7,0,68,170,93,78,79,0,0,513,4,1475,0,6,43,0,80,488
719,0,0,0,17,20,7,113,214,121,95,72,0,0,768,4,1681,0,19,110,27,204,615
720,92,0,9,0,28,461,266,364,217,193,213,0,0,1358,7,3854,0,48,615,11,1179,1253
721,1089,4101,0,0,10,0,58,99,116,92,108,0,0,588,1,2674,0,5,314,60,4491,473
722,1894,4102,2,0,33,1233,150,343,289,240,244,0,0,1620,0,5911,0,206,23,2,5601,1266
723,0,0,7,2,46,16,14,66,29,28,24,0,0,182,5,478,0,55,453,11,595,161
724,0,0,0,4,4,9,22,84,61,71,59,0,0,311,4,978,0,22,93,1,137,297
725,7,0,0,0,52,148,74,201,137,112,127,0,0,745,8,2068,0,165,262,3,638,651
726,0,0,0,4,4,0,25,82,24,31,34,0,0,203,7,583,0,0,15,0,30,196
727,0,0,0,18,4,0,45,92,51,45,56,2,0,303,1,880,3,0,55,0,80,289
728,11,0,1,17,4,16,48,120,63,61,76,1,0,394,42,1232,2,2,148,1,232,368
729,3,0,0,18,104,3,47,107,71,62,64,0,0,373,0,1088,0,9,101,1,236,351
730,0,0,0,0,10,0,65,169,114,90,109,0,0,578,12,1736,0,0,31,15,68,547
731,12,0,0,1,4,17,71,161,103,87,103,0,0,544,3,1741,0,2,89,16,132,525
732,3,0,0,6,11,0,90,197,154,113,139,0,0,743,10,2200,0,2,37,5,71,693
733,15,0,0,11,71,32,146,159,111,91,89,0,0,704,36,1719,0,341,502,20,1013,596
734,16,0,3,6,117,170,205,263,147,121,141,5,6,971,40,2491,4,130,1293,65,1829,877
735,6,0,0,6,97,27,11,20,9,4,8,1,0,59,10,143,1,63,153,3,360,52
736,0,0,0,6,3,0,29,60,35,41,41,0,0,220,19,653,0,0,17,1,46,206
737,0,0,0,0,2,0,11,49,31,22,31,0,0,148,0,471,0,0,12,0,14,144
738,4,0,0,0,6,3,74,189,85,79,69,0,0,517,4,1445,0,67,44,4,128,496
739,10,0,0,3,33,1,127,288,211,181,229,0,0,1082,21,3409,0,40,223,7,328,1036
740,0,0,0,130,7,1,17,136,105,67,68,0,0,417,4,1320,0,0,145,1,288,393
741,2,0,0,21,4,0,22,87,53,56,42,0,0,271,3,833,0,12,57,54,151,260
742,0,0,0,8,27,0,115,234,124,113,110,1,0,752,6,2056,1,38,207,13,300,696
743,11,0,4,1,42,3,70,220,144,132,167,0,0,771,24,2428,0,39,197,2,312,733
744,0,0,0,0,8,0,59,109,58,47,70,0,0,362,0,1077,0,21,60,7,96,343
745,0,0,0,16,0,0,8,19,11,10,5,0,0,63,0,160,0,0,2,0,18,53
746,0,0,0,0,5,0,19,83,54,43,56,0,0,266,2,859,0,0,31,1,39,255
747,0,0,0,6,7,0,11,35,26,19,25,0,0,124,0,391,0,0,7,0,20,116
748,7,0,0,5,178,113,424,492,157,107,46,0,0,1372,47,2595,0,430,1280,79,2132,1226
749,0,0,0,1,91,34,25,63,47,33,38,0,0,214,1,654,0,66,68,0,261,206
750,400,0,5,0,7,193,34,85,94,58,64,0,0,348,2,1460,0,16,171,15,409,335
751,0,0,0,5,2,0,45,145,92,75,103,0,0,502,1,1525,0,0,15,1,24,460
752,0,0,0,53,0,0,13,61,33,28,27,0,0,169,0,495,0,0,14,0,67,162
