TAZ,POP,GQ,HR,RC,HU,HH1,HH2,HH3,HH4,HH5,HOTEL,TOTALEMP,TOTALHH,TERMTYPE,TERMTIME,WORK_DAILY,NONWRK_HRLY,PERCWLK,PRV_UNIV_ENROLL,PUB_UNIV_ENROLL,PRV_K12_ENROLL,PUB_K12_ENROLL,SCHOOLS,GQWRK,NONVISRET,VISPRCAUTO,VISPRCTOUR,MILI_BASE,GQTYPE,TD,SHRWRKPKGPROVIDED,MILI,GOVT,AG,TCU,INDUS,FIRE,SERV,RETAIL,CSTR
216,461,10,0,0,238,78,98,31,16,4,0,1291.7743554062524,227,2,3,2.905466,1.903555,100,0,0,0,0,0,7,129,0,0,0,3,2,0.568965517,0,0,0,127.54572248358073,13.950251214891692,110.2084995915516,567.1605409946338,370.1922099118561,102.71713120973841
217,649,0,0,0,441,207,151,28,10,3,0,1819.483056994828,399,2,3,3.053915,2.109496,100,0,0,0,0,0,0,192,0,0,0,0,2,0.568965517,0,25.201633486472662,0,887.2745911901268,0,16.95515378331563,600.4505853818558,177.10137801858178,112.49971513447542
218,514,0,0,0,296,119,102,39,11,6,0,921.6110564516015,277,2,3,3.79296,1.673082,100,0,0,0,0,0,0,65,0,0,0,0,2,0.568965517,25,29.401905734218108,0,72.09106053419781,25.344161558046572,152.5963840498407,539.6423309954603,77.535213579838,0
219,0,0,0,0,0,0,0,0,0,0,0,619.0464616161157,0,2,3,3.658455,1.854665,100,0,0,0,0,0,0,43,0,0,0,0,2,0.568965517,0,67.2043559639271,0,0,0,203.4618453997876,227.2172468229151,121.16301342948596,0
220,203,10,0,0,125,68,36,15,2,0,0,5100.689176083033,121,2,3,3.374198,2.145361,100,0,0,0,0,0,7,46,0,0,0,3,1,0.365671642,0,1419.69201973796,0,66.2641932639873,94.06212982086119,934.3829624184209,2489.116364615728,38.47600267765349,58.695503548421954
221,2065,0,0,0,1150,586,295,106,67,51,0,1440.3334903966934,1105,2,3,3.881512,2.246792,100,0,0,0,0,0,0,59,0,0,0,0,1,0.365671642,0,37.802450229708995,0,11.04403221066455,22.88910817313414,109.01134561548244,950.1383031675992,216.51370371510257,92.93454728500143
222,331,0,0,0,146,45,34,27,12,15,0,187.21065044468395,133,2,3,5.951264,2.2344020000000002,100,0,0,0,0,1,0,2,0,0,0,0,6,0.84,0,8.400544495490887,0,0,0,0,133.24856012206982,1.5399181658067793,44.02162766131647
223,183,19,0,0,67,21,19,14,7,6,0,1629.9117467577546,67,1,5,6.242656,2.166803,100,0,0,729,0,1,13,51,0,0,0,3,1,0.365671642,0,445.228858261017,0,0,0,132.37091967594296,1050.0020915720845,2.309877248710169,0
224,61,61,0,0,0,0,0,0,0,0,0,7287.551068927377,0,2,3,4.82787,2.215789,100,0,0,0,0,0,42,10,0,0,0,4,1,0.365671642,20,16.801088990981775,12.079444622262715,541.1575783225629,133.94915211473966,0,6456.6675389184675,53.0920543723083,53.80421158605346
225,0,0,0,0,0,0,0,0,0,0,0,2908.1717937659987,0,1,5,4.386523,1.991335,100,0,0,0,0,0,0,20,0,0,0,0,1,0.365671642,0,1873.321422494468,0,110.44032210664548,31.117082344742293,77.86524686820175,670.4960487414298,71.56229177498327,73.36937943552745
226,0,0,0,0,0,0,0,0,0,0,0,516.157557361786,0,1,5,6.356466,2.03007,100,0,0,0,390,0,0,19,0,0,0,0,1,0.365671642,0,298.21932958992653,0,0,0,0,211.7785551086323,6.159672663227117,0
227,0,0,0,0,0,0,0,0,0,0,0,1259.8265228929847,0,1,5,6.401915,1.907436,100,0,0,0,0,0,0,13,0,0,0,0,1,0.365671642,0,550.2356644546531,0,121.48435431731004,93.3512470342269,6.229219749456139,486.2161600886285,2.309877248710169,0
228,0,0,0,0,0,0,0,0,0,0,0,2228.343164976321,0,1,5,6.55029,1.790267,100,0,0,0,0,0,0,83,0,0,0,0,1,0.365671642,0,966.062616981452,0,22.0880644213291,0,6.229219749456139,824.7993714645752,110.79508265503054,298.3688097044783
229,0,0,0,0,0,0,0,0,0,0,0,550.9345041423987,0,1,5,4.744975,1.812708,100,0,0,0,0,0,0,21,0,0,0,0,1,0.365671642,25,8.400544495490887,0,0,0,62.29219749456141,454.6257948860237,0.6159672663227117,0
230,253,253,0,0,0,0,0,0,0,0,0,423.38331871813244,0,1,5,4.887172,1.771719,100,0,0,0,0,1,175,22,0,0,0,3,1,0.365671642,0,0,0,0,0,46.71914812092105,345.8877587485918,30.776411848619595,0
231,402,132,0,0,242,201,31,1,1,0,0,897.571047482219,234,2,3,5.285785,1.726907,100,0,0,0,0,0,91,101,0,0,0,3,1,0.365671642,0,180.61170665305409,0,0,36.839359388025834,311.460987472807,304.4232972578082,5.540193162101847,58.695503548421954
232,0,0,0,0,0,0,0,0,0,0,0,530.5858487744771,0,2,3,5.370677,1.461911,100,0,0,0,230,0,0,15,0,0,0,0,1,0.365671642,25,399.02586353581717,0,0,0,0,106.55998523865993,0,0
233,0,0,0,0,0,0,0,0,0,0,0,2792.741632390203,0,2,3,5.442739,1.350297,100,0,0,0,0,0,0,38,0,0,0,0,1,0.365671642,0,92.40598945039977,0,121.48435431731004,109.26522959991519,669.6411230665351,1642.071091152508,128.5260930293245,29.347751774210977
234,0,0,0,0,0,0,0,0,0,0,0,1171.8732562501516,0,2,3,5.984288,1.254564,100,0,0,0,0,0,0,66,0,0,0,0,2,0.568965517,60,201.6130678917813,0,198.79257979196186,146.47763775636278,77.86524686820175,251.3905644707716,162.36478003554487,73.36937943552745
235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8.321737,1.98858,100,0,0,0,0,0,0,133,0,0,0,0,1,0.365671642,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,182.2265314759651,0,1,5,8.413157,2.00217,100,0,0,0,0,0,0,21,0,0,0,0,1,0.365671642,0,0,0,182.2265314759651,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,1654.9826064025447,0,1,5,6.583077,1.762274,100,0,0,0,0,0,0,30,0,0,0,0,1,0.365671642,165,1117.272417900288,0,27.61008052666137,34.875628037229234,109.01134561548244,188.52607944269252,8.774021310296083,3.913033569894797
238,534,0,0,0,351,130,144,26,7,2,0,685.411290267909,309,1,5,7.766582,2.009531,100,0,0,0,0,0,0,3,0,0,0,0,1,0.365671642,0,0,0,104.91830600131321,0,373.7531849673684,184.36091862016082,18.465847109171758,3.913033569894797
239,0,0,0,0,0,0,0,0,0,0,0,1018.3954427429894,0,1,5,8.260498,2.050889,100,0,0,0,0,0,0,48,0,0,0,0,1,0.365671642,7,42.00272247745444,0,0,60.656136658805465,123.02709005175875,498.0152253052224,195.7379793572206,91.95628889252774
240,0,0,0,0,0,0,0,0,0,0,0,3861.16802008214,0,1,5,8.214167,2.112092,100,0,0,0,0,0,0,48,0,0,0,0,1,0.365671642,7,14.280925642334509,12.079444622262715,82.83024157998413,34.33366225970121,1169.5360079603904,2369.4346021468095,38.62999449423417,133.0431413764231
241,0,0,0,0,0,0,0,0,0,0,0,1803.1132045052495,0,1,5,7.740964,2.115324,100,0,0,0,0,0,0,56,0,0,0,0,1,0.365671642,7,89.04577165220341,0,198.79257979196186,0,738.1625403105525,676.1719915672317,7.853582645614575,86.08673853768553
242,27,27,0,0,0,0,0,0,0,0,0,3071.0289766633905,0,1,5,7.636415,2.230893,100,0,0,0,614,0,19,65,0,0,0,3,1,0.365671642,7,295.6991662412793,0,165.66048315996827,0,1149.2910437746577,1268.7465508070304,29.088648277136617,155.5430844033182
243,0,0,0,0,0,0,0,0,0,0,0,5786.444449738962,0,1,5,8.129025,2.269359,100,0,0,0,0,0,0,68,0,0,0,0,1,0.365671642,0,33.60217798196355,0,502.50346558523705,76.89529869101058,872.0907649238595,4095.1975869832486,83.8728565144311,122.2822990592124
244,60,0,0,0,37,6,12,4,2,2,0,1823.1422051355466,26,1,5,7.581075,2.472867,100,0,0,0,0,0,0,69,0,0,0,0,1,0.365671642,0,33.60217798196355,4.831777848905086,0,68.66732451940241,256.95531466506577,1364.878314164139,74.64212810659681,19.565167849473987
245,0,0,0,0,0,0,0,0,0,0,0,1026.9887645852207,0,1,5,7.096529,2.37773,100,0,0,0,0,0,0,34,0,0,0,0,1,0.365671642,7,522.5138676195332,0,0,0,102.78212586602632,389.76503296907936,4.927738130581694,0
246,0,0,0,0,0,0,0,0,0,0,0,65.0593596229273,0,1,5,6.431316,2.223783,100,0,0,0,394,1,0,0,0,0,0,0,1,0.365671642,0,0,0,0,0,0,65.0593596229273,0,0
247,34,0,0,0,34,34,0,0,0,0,0,107.85272554272476,34,2,3,5.730615,2.337832,100,0,0,0,317,0,0,0,0,0,0,0,6,0.84,0,16.801088990981775,0,0,0,0,71.04587127676444,20.005765274978536,0
248,1000,7,0,0,604,280,220,53,17,9,0,0,579,2,3,5.9262,2.37709,100,0,0,0,0,0,5,0,0,0,0,3,6,0.84,0,0,0,0,0,0,0,0,0
249,47,0,0,0,30,18,10,1,0,1,0,305.4519323243038,30,2,3,7.420864,2.270973,100,0,0,0,0,0,0,167,0,0,0,0,1,0.365671642,0,0,0,0,11.44455408656707,6.229219749456139,150.0520691056442,137.7260893826364,0
250,777,0,0,0,392,102,169,59,36,3,0,71.47995566640513,369,1,5,7.165528,2.29236,100,0,0,0,0,1,0,18,0,0,0,0,1,0.365671642,0,0,0,0,0,0,58.55342366063458,12.926532005770548,0
251,1574,0,0,0,907,401,293,106,46,15,0,613.2608511840992,861,1,5,7.745642,2.292311,100,0,0,0,0,0,0,1,0,0,0,0,1,0.365671642,0,50.403266972945325,0,0,62.77613046701262,70.07872218138158,383.28845341967923,36.931694218343516,9.782583924736993
252,30,27,0,0,3,3,0,0,0,0,0,5670.797193964625,3,1,5,8.195791,2.320646,100,5132,0,0,0,6,19,256,0,0,0,3,1,0.365671642,25,96.60626169814522,0,93.87427379064869,387.728288120221,1183.5517523966666,3285.1897083398494,129.28288123171828,469.56402838737563
253,28,28,0,0,0,0,0,0,0,0,0,71.4511792588723,0,1,5,8.36762,2.213788,100,0,0,0,0,0,19,45,0,0,0,3,1,0.365671642,0,0,0,0,0,15.573049373640352,22.647648763093382,8.774021310296083,24.456459811842482
254,308,0,0,0,200,107,65,18,3,1,0,430.6664906455552,194,1,5,8.501675,2.154186,100,0,0,0,0,0,0,22,0.52,0.34,0,0,1,0.365671642,0,42.00272247745444,0,0,0,327.03403684644735,58.54989499003989,3.0798363316135586,0
255,315,0,0,116,232,105,73,13,5,1,49,3507.407062253006,197,1,5,8.427567,2.220216,100,37,0,0,0,2,0,198,0.52,0.34,0,0,1,0.365671642,7,32.762123532414456,12.079444622262715,149.09443484397144,117.6086398770708,482.7645305828508,2434.5767481152852,222.52114067915028,0
256,224,29,0,0,118,40,53,11,4,0,0,5832.455506059314,108,1,5,8.397871,2.115659,100,0,0,0,0,0,20,82,0,0,0,3,1,0.365671642,7,70.56457376212346,12.079444622262715,0,174.7568005562218,2287.6809529877673,3112.0619442472894,87.11634330833238,81.19544657531705
257,0,0,0,0,0,0,0,0,0,0,0,994.6205459811085,0,1,5,8.407062,2.007178,100,0,0,0,0,0,0,393,0,0,0,0,1,0.365671642,6,0,0,16.566048315996824,0,82.53716168029385,884.5895978542361,4.927738130581694,0
258,26,26,0,0,0,0,0,0,0,0,0,1073.3545087116802,0,1,5,8.51177,2.089749,100,0,0,0,0,0,18,21,0,0,0,3,1,0.365671642,0,201.6130678917813,24.15888924452543,0,13.950251214891692,179.09006779686402,587.1056416383103,3.849795414516948,63.58679551079045
259,0,0,0,0,0,0,0,0,0,0,0,186.80504441223442,0,1,5,8.733877,2.139845,100,0,0,0,0,0,0,39,0,0,0,0,7,0.794952681,0,33.60217798196355,66.43694542244494,60.74217715865502,0,0,26.023743849170923,0,0
260,3,0,0,0,1,0,0,1,0,0,0,260.29791084395947,1,1,5,8.619741,2.115491,100,0,0,0,0,0,0,26,0,0,0,0,1,0.365671642,0,0,0,0,0,147.94396904958333,92.34378622589443,20.010155568481736,0
261,698,0,0,0,349,149,86,54,22,24,0,381.8475435410147,335,1,5,8.613054,2.186084,100,351,0,0,0,1,0,54,0,0,0,0,1,0.365671642,15,0,60.39722311131358,0,78.14814725517289,46.71914812092105,0,181.58302505360723,0
262,377,0,0,0,264,142,72,11,9,4,0,419.60375657454586,238,1,5,8.619802,2.195746,100,0,0,0,0,0,0,47,0,0,0,0,1,0.365671642,0,0,0,0,67.95644173276813,132.37091967594296,131.56252382389312,87.71387134194165,0
263,0,0,0,0,0,0,0,0,0,0,0,585.9283505698077,0,1,5,8.402413,2.144135,100,0,0,0,0,0,0,50,0,0,0,0,1,0.365671642,0,29.401905734218108,0,33.13209663199365,13.950251214891692,77.86524686820175,351.9832155655833,60.03046670544521,19.565167849473987
264,548,31,0,0,255,103,80,41,18,11,0,190.6680231258103,253,1,5,8.413704,2.195845,100,0,0,0,0,0,21,83,0,0,0,3,1,0.365671642,0,12.600816743236331,4.831777848905086,0,17.166831129850603,15.573049373640352,78.057116865134,33.09067939083296,29.347751774210977
265,1667,269,0,0,726,269,174,102,57,44,0,227.01371237103598,646,2,3,8.612225,2.211573,100,0,0,0,0,0,186,70,0,0,0,3,1,0.365671642,0,8.400544495490887,0,0,17.166831129850603,54.50567280774122,51.53159206048094,95.40907187747236,0
266,0,0,0,0,0,0,0,0,0,0,0,236.32313986117808,0,2,3,8.121611,2.206468,100,0,0,0,0,0,0,137,0,0,0,0,1,0.365671642,0,0,0,0,0,0,100.82612839786121,131.58397789342206,3.913033569894797
267,3090,0,0,0,1586,610,534,214,125,52,0,231.49290320005213,1535,1,5,8.198283,2.187647,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365671642,0,0,0,0,11.44455408656707,6.229219749456139,136.5999545139845,3.849795414516948,73.36937943552745
268,0,0,0,0,0,0,0,0,0,0,0,191.5392562171455,0,2,3,7.740845,2.256695,100,0,0,0,0,0,0,6,0,0,0,0,1,0.365671642,0,0,0,0,0,0,163.06394103022967,28.475315186915825,0
269,0,0,0,0,0,0,0,0,0,0,0,139.1469334490215,0,2,3,7.53539,2.26157,100,0,0,0,0,0,0,7,0,0,0,0,1,0.365671642,0,0,0,0,0,38.932623434100876,100.21431001492061,0,0
270,0,0,0,0,0,0,0,0,0,0,0,24.56125816813631,0,2,3,5.969385,2.340277,100,0,0,0,0,0,0,0,0,0,0,0,6,0.84,0,0,0,0,0,0,13.011871924585462,11.549386243550847,0
271,1129,0,0,0,568,241,124,75,47,38,0,697.6682767509994,525,3,0.5,3.132993,2.195063,100,0,0,313,872,2,0,65,0,0,0,0,6,0.84,0,8.400544495490887,0,0,0,38.932623434100876,474.1330167611178,176.20209206028986,0
272,2158,21,0,0,850,221,247,121,91,109,0,264.40792139946836,789,3,0.5,3.130767,2.375101,100,0,0,0,0,0,15,89,0,0,0,3,6,0.84,0,0,0,0,42.56163643130937,0,175.29667649213172,12.310564739447837,34.239043736579475
273,2304,2,0,0,1069,343,356,156,93,68,0,459.1659380435404,1016,3,0.5,0,0,100,0,0,0,1043,2,1,2,0,0,0,3,24,0.79787234,0,12.600816743236331,0,0,13.950251214891692,23.359574060460524,340.7772085517929,0,68.47808747315895
274,1661,0,0,0,908,376,282,101,56,33,0,185.35754518435382,848,3,0.5,4.153544,2.294781,100,0,0,0,0,1,0,0,0,0,0,0,24,0.79787234,0,0,0,0,0,0,128.42008569103177,56.93745949332205,0
275,2905,0,0,0,1616,672,562,166,83,49,0,354.98450350816927,1532,3,0.5,2.023958,2.413572,100,0,0,0,0,0,0,1,0,0,0,0,24,0.79787234,0,12.600816743236331,0,0,51.272596544196965,33.91030756663126,198.1759397715764,49.24225895779135,9.782583924736993
276,2625,0,0,0,1419,590,440,178,80,54,0,414.2667957474754,1342,3,0.5,2.239214,2.244119,100,0,0,217,0,1,0,8,0,0,0,0,24,0.79787234,0,0,0,38.81826336456805,0,25.43273067497345,337.705236968486,12.310564739447837,0
277,2233,0,0,0,1198,502,377,134,69,54,0,309.7552839563203,1136,3,0.5,1.995704,2.053659,100,0,0,87,0,1,0,2,0,0,0,0,24,0.79787234,0,0,0,138.6366548734573,0,25.43273067497345,142.01407326473858,3.6718251431509645,0
278,3544,0,0,0,1799,665,548,237,128,93,0,149.031826418181,1671,2,3,4.724283,1.028136,100,0,0,0,0,0,0,38,0,0,0,0,24,0.79787234,0,21.00136123872722,0,0,0,76.29819202492035,37.96292886771731,13.769344286816118,0
279,913,80,0,0,563,278,135,42,26,10,0,461.4664119488037,491,2,3,2.959211,1.541917,100,0,0,683,0,2,55,8,0,0,0,3,24,0.79787234,80,16.801088990981775,0,0,34.875628037229234,6.782061513326253,310.15624540623804,12.851388001028376,0
280,3250,0,0,0,1924,874,592,210,79,43,0,249.12270880671247,1798,3,0.5,2.294457,1.82,100,0,0,0,0,0,0,11,0,0,0,0,24,0.79787234,0,0,0,11.090932389876587,0,42.38788445828908,92.92676074880842,0,102.71713120973841
281,4716,285,0,0,2398,963,783,275,164,74,0,924.1046146811265,2259,2,3,1.5,0,100,0,0,162,0,2,197,0,0,0,0,3,24,0.79787234,0,50.403266972945325,0,0,0,178.02911472481412,635.3532802205236,26.079909026263955,34.239043736579475
282,1132,5,0,0,405,54,122,82,74,52,0,368.7552633203619,384,3,0.5,1.5,0,100,0,0,206,1442,2,3,0,0,0,0,3,24,0.79787234,0,0,0,0,11.39391034315488,50.8654613499469,300.9881539125337,5.507737714726447,0
283,836,9,0,0,347,78,114,49,39,36,0,328.65397309575144,316,3,0.5,0,0,100,0,0,0,0,0,6,22,0,0,0,1,24,0.79787234,0,46.202994725199886,0,0,69.75125607445847,67.82061513326252,119.80620159863014,5.507737714726447,19.565167849473987
284,1717,0,0,0,382,38,66,57,40,163,0,78.90293762501787,364,3,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,24,0.79787234,0,0,0,0,0,0,49.555185850806886,0,29.347751774210977
285,3445,5,0,0,1279,266,352,245,166,175,0,164.03118570959057,1204,3,0.5,0,0,100,0,0,0,314,1,3,27,0,0,0,3,6,0.84,0,0,0,0,0,31.146098747280703,90.56367916364263,42.321407798667245,0
286,2764,12,0,0,1031,173,327,198,150,125,0,921.5264201488123,973,3,0.5,0,0,100,0,0,1320,380,3,8,35,0,0,0,3,6,0.84,0,16.801088990981775,0,0,11.44455408656707,54.50567280774122,775.5069925596582,43.70294385439015,19.565167849473987
287,933,33,0,0,386,81,135,70,43,29,0,141.78025538647415,358,3,0.5,0,0,100,0,0,0,0,0,23,8,0,0,0,4,6,0.84,0,0,0,0,0,31.146098747280703,91.06898878971947,0,19.565167849473987
288,1448,15,0,0,855,394,293,78,28,19,0,273.0140562720015,812,3,0.5,3.125,0,100,0,0,0,0,0,10,11,0,0,0,3,6,0.84,0,0,0,0,0,85.65177155502192,185.8223665511728,1.5399181658067793,0
289,625,6,0,0,223,38,74,42,27,35,0,305.64432870798936,216,3,0.5,4.25,5,100,0,0,0,0,0,4,2,0,0,0,3,6,0.84,0,16.801088990981775,0,0,0,15.573049373640352,269.3571567734724,0,3.913033569894797
290,1980,0,0,0,669,128,174,109,105,122,0,329.05855295914495,638,3,0.5,0,0,100,0,0,0,0,0,0,2,0,0,0,0,6,0.84,0,0,0,55.22016105332274,210.30248502822224,0,19.5142792162835,0,44.02162766131647
291,250,83,0,0,66,13,24,13,9,5,0,52.04748769834185,64,3,0.5,0,0,100,0,0,0,0,0,57,42,0,0,0,3,6,0.84,0,0,0,0,0,0,52.04748769834185,0,0
292,295,45,0,0,94,19,21,30,17,6,0,98.61141070044528,93,3,0.5,0,0,100,0,0,0,0,0,31,0,0,0,0,3,6,0.84,0,0,24.15888924452543,0,13.950251214891692,0,32.01378417360275,28.48848606742542,0
293,585,0,0,0,205,33,73,29,34,31,0,125.4659624892111,200,3,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6,0.84,0,0,0,0,0,38.932623434100876,86.53333905511022,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6,0.84,0,0,0,0,0,0,0,0,0
295,2173,0,0,0,775,143,198,166,124,112,0,420.23597205148303,743,3,0.5,4.25,5,100,0,0,109,0,1,0,0,0,0,0,0,6,0.84,0,0,0,0,62.77613046701262,85.65177155502192,152.87714476679776,1.5399181658067793,117.39100709684391
296,1606,28,0,0,547,105,173,106,60,92,0,1599.967332707783,536,3,0.5,4.25,5,100,0,0,176,0,1,19,34,0,0,0,4,6,0.84,0,0,0,22.0880644213291,40.05593930298475,46.71914812092105,1474.1204277267327,2.309877248710169,14.673875887105488
297,774,3,0,0,293,57,87,61,30,39,0,421.68703073678125,274,3,0.5,3.561975,5,100,0,0,253,654,2,2,2,0,0,0,3,6,0.84,0,0,0,16.566048315996824,0,23.359574060460524,318.17461284953345,0,63.58679551079045
298,993,0,0,0,508,231,132,59,32,34,0,596.4343881441781,488,3,0.5,3.129102,2.49,100,0,0,0,0,0,0,3,0,0,0,0,6,0.84,0,0,0,0,0,0,591.510162248399,4.924225895779135,0
299,967,0,0,0,398,107,112,80,43,37,0,151.95724164386996,379,3,0.5,3.134932,2.351019,100,0,0,231,0,1,0,7,0,0,0,0,6,0.84,45,29.401905734218108,0,0,0,0,77.55533590965186,0,0
300,1200,183,0,0,410,101,102,63,69,42,0,2623.3429095771326,377,3,0.5,3.321842,2.246734,100,0,0,0,0,0,126,112,0,0,0,4,6,0.84,0,12.600816743236331,0,0,72.42587021188936,272.5283640387061,2198.177817403934,28.47970548041902,39.130335698947974
301,889,172,0,0,323,106,92,50,28,29,0,560.5692077150345,305,3,0.5,3.209019,2.531623,100,0,0,0,0,0,119,13,0,0,0,4,6,0.84,0,0,0,27.61008052666137,22.88910817313414,62.29219749456141,439.30827160874026,8.469549911937285,0
302,2081,120,0,0,616,124,156,79,90,136,0,484.5664927849667,585,3,0.5,3.564439,2.348792,100,0,0,0,0,0,83,10,0,0,0,3,6,0.84,0,0,0,0,0,0,473.78706562431927,10.779427160647456,0
303,1117,12,0,0,397,91,101,59,68,60,0,761.1892732309142,379,3,0.5,3.873955,1.804755,100,0,0,705,0,2,8,32,0,0,0,3,6,0.84,0,42.00272247745444,0,0,40.05593930298475,38.932623434100876,443.8298066609708,83.8684662209279,112.49971513447542
304,252,0,0,0,63,15,12,7,5,22,0,164.69877760489223,61,2,3,4.345683,1.582236,100,0,0,0,326,0,0,4,0,0,0,0,6,0.84,0,0,0,0,0,0,89.01952092065461,2.309877248710169,73.36937943552745
305,1882,19,0,0,711,279,208,68,37,112,0,426.44937546842516,704,3,0.5,6,0.82696,100,0,0,0,0,1,13,6,0,0,0,3,6,0.84,0,71.40462821167255,0,38.654112737325924,0,163.51701842322367,152.87361609620305,0,0
306,1413,8,0,0,421,86,96,57,57,107,0,67.1637737275869,403,3,0.5,0,0,100,0,0,0,0,0,6,49,0,0,0,3,6,0.84,0,0,0,0,36.839359388025834,0,19.001912249017288,1.5399181658067793,9.782583924736993
307,465,0,0,0,97,3,11,15,13,49,0,189.47741503188496,91,3,0.5,0,0,100,0,0,598,0,1,0,6,0,0,0,0,6,0.84,0,0,0,0,4.577821634626828,0,149.1206314948719,1.5399181658067793,34.239043736579475
308,604,0,0,0,152,22,39,18,14,54,0,368.627786686715,147,3,0.5,0,0,100,0,0,0,694,1,0,4,0,0,0,0,6,0.84,0,0,0,0,0,0,319.80417368691224,29.258445150328807,19.565167849473987
309,1962,0,0,0,594,109,138,91,81,142,0,540.7533686151914,561,3,0.5,0,0,100,0,0,0,0,0,0,245,0,0,0,0,6,0.84,0,0,0,16.566048315996824,0,23.359574060460524,218.13268374196565,282.69506249676846,0
310,3679,154,0,0,998,174,204,141,127,284,0,735.4167859313152,930,3,0.5,0,1,100,0,0,0,0,1,106,50,0,0,0,3,6,0.84,0,88.20571720265433,0,0,27.900502429783383,62.29219749456141,435.8800661206395,101.57313483420266,19.565167849473987
311,1066,520,0,0,164,24,41,31,26,38,0,901.0031366475191,160,3,0.5,0,0,100,0,0,3697,0,1,359,50,0,0,0,3,6,0.84,0,0,0,0,48.82587925212093,0,852.1772573953982,0,0
312,4514,91,0,0,1035,126,169,144,149,405,0,763.2091236939922,993,3,0.5,0,0,100,0,0,0,246,1,63,7,0,0,0,3,6,0.84,0,16.801088990981775,4.831777848905086,33.13209663199365,13.950251214891692,38.932623434100876,598.677237655452,3.0798363316135586,53.80421158605346
313,1873,15,0,0,458,68,70,59,73,159,0,143.2182537544423,429,3,0.5,0,0,100,0,0,0,0,0,10,16,0,0,0,3,6,0.84,0,0,0,0,0,0,104.08791805549431,0,39.130335698947974
314,2059,24,0,0,406,34,59,52,56,199,0,97.5749247520122,400,3,0.5,0,0,100,0,0,0,0,0,17,2,0,0,0,3,6,0.84,0,0,0,0,0,0,97.5749247520122,0,0
315,2053,31,0,0,431,36,66,47,72,196,0,92.74510743461826,417,3,0.5,0,0,100,0,0,0,546,1,21,15,0,0,0,3,6,0.84,0,0,0,0,0,0,78.07123154751278,0,14.673875887105488
316,2831,0,0,0,670,68,75,108,103,284,0,197.77250159805385,638,2,3,0,0,100,0,0,0,236,1,0,0,0,0,0,4,6,0.84,0,0,0,0,0,15.573049373640352,162.6342843749395,0,19.565167849473987
317,4506,68,0,0,1111,181,218,144,138,382,0,442.35451004519894,1063,2,3,10.1875,0,100,0,0,333,488,2,47,36,0,0,0,3,6,0.84,0,0,0,11.04403221066455,5.580100485956677,6.229219749456139,343.01900789856995,8.004062227392694,68.47808747315895
318,1351,0,0,0,301,23,66,42,44,118,0,175.88527951067107,293,3,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,3,6,0.84,0,0,24.15888924452543,93.87427379064869,0,0,45.541551736049115,12.310564739447837,0
319,1168,73,0,0,253,34,50,35,27,99,0,122.22116121991763,245,3,0.5,0,0,100,0,0,0,791,1,50,0,0,0,0,3,6,0.84,0,58.803811468436216,0,0,0,0,32.52967981146365,1.5399181658067793,29.347751774210977
320,265,27,0,0,71,7,22,9,14,16,0,357.1313594212304,68,3,0.5,0,0,100,0,0,0,334,1,19,0,0,0,0,3,6,0.84,0,0,0,0,0,0,211.43409709802702,3.849795414516948,141.8474669086864
321,989,0,0,0,269,37,73,35,28,92,0,104.98108760312635,265,3,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6,0.84,0,0,0,0,17.166831129850603,0,87.81425647327575,0,0
322,2720,105,0,0,593,57,85,73,66,275,0,276.2689662271788,556,3,0.5,0,0,100,0,0,0,974,1,73,8,0,0,0,4,6,0.84,0,25.201633486472662,0,0,0,23.359574060460524,227.7077586802456,0,0
323,4541,27,0,0,1083,127,227,170,125,389,0,165.20957650637317,1038,3,0.5,0,0,100,0,0,0,0,0,19,0,0,0,0,3,6,0.84,0,0,0,0,0,15.573049373640352,149.63652713273282,0,0
324,0,0,0,0,0,0,0,0,0,0,0,50.403266972945325,0,3,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6,0.84,0,50.403266972945325,0,0,0,0,0,0,0
325,1212,0,0,0,539,206,130,78,44,53,0,551.9282934820156,511,2,3,3.552632,2.134783,100,0,0,0,357,1,0,76,0.52,0.34,0,0,7,0.794952681,0,0,0,0,11.44455408656707,6.229219749456139,529.6347651485721,4.619754497420338,0
326,2384,0,26,0,1005,229,231,195,159,88,11,674.9683534227344,902,2,3,3.782305,2.210199,100,0,0,0,0,0,0,12,0.52,0.34,0,0,7,0.794952681,0,16.801088990981775,0,0,11.44455408656707,459.4049565223903,161.64387793568977,0,14.673875887105488
327,40,40,0,0,0,0,0,0,0,0,0,0,0,2,3,8.004935,2.226424,100,0,0,0,0,0,28,0,0.52,0.34,0,3,7,0.794952681,0,0,0,0,0,0,0,0,0
