"TAZ","POP","GQ","HR","RC","HU","HH1","HH2","HH3","HH4","HH5","MILI","GOVT","HOTEL","AG","TCU","INDUS","FIRE","SERV","RETAIL","CSTR","TOTALEMP","TOTALHH","TERMTYPE","TERMTIME","WORK_DAILY","NONWRK_HRLY","PERCWLK","PRV_UNIV_ENROLL","PUB_UNIV_ENROLL","PRV_K12_ENROLL","PUB_K12_ENROLL","SCHOOLS","GQWRK","NONVISRET","VISPRCAUTO","VISPRCTOUR","MILI_BASE","GQTYPE","TD","SHRWRKPKGPROVIDED"
157,1246,0,0,0,631,234,183,98,43,36,0,0,0,0,0,4,20,16,4,27,70,594,2,3,3,1,100,0,0,0,364,0,0,18,0,0,0,0,3,1
158,1606,7,0,0,835,322,269,100,59,42,0,3,0,3,14,13,193,295,47,27,593,792,2,3,4,1,100,0,0,0,243,0,0,43,0,0,0,3,3,1
159,873,13,0,0,462,179,141,64,35,16,0,0,0,0,5,20,22,116,7,9,179,435,2,3,4,1,100,0,0,0,243,0,0,13,0,0,0,3,3,1
160,406,0,0,0,280,152,66,20,8,6,0,18,0,0,12,63,63,442,225,48,871,252,2,3,5,1,100,0,0,0,0,0,0,181,0,0,0,0,3,1
161,236,0,0,0,98,24,23,12,10,18,0,2,0,0,0,0,2,87,12,29,132,87,3,1,5,1,100,0,0,0,1049,1,0,7,0,0,0,0,3,1
162,156,0,0,0,62,14,15,15,8,7,0,0,0,0,0,4,18,32,32,49,133,59,3,1,5,1,100,0,0,0,0,0,0,9,0,0,0,0,3,1
163,232,0,0,0,125,57,36,14,4,9,0,19,0,0,33,23,95,419,97,47,733,120,2,3,5,1,100,0,0,0,328,0,0,129,0,0,0,0,3,1
164,523,0,0,0,298,150,70,34,9,19,0,0,0,0,0,0,0,1,0,0,1,282,3,1,3,1,100,0,0,0,1294,0,0,151,0,0,0,0,3,1
165,474,119,0,0,219,67,74,33,25,12,0,0,0,0,2,15,40,365,31,29,482,211,3,1,4,2,100,0,0,0,0,0,55,414,0,0,0,4,3,1
166,617,29,0,0,281,77,81,55,32,17,25,0,0,0,0,0,0,3,0,0,3,262,3,1,3,2,100,0,0,0,0,1,0,609,0,0,0,1,3,1
167,800,42,0,0,445,180,130,74,17,14,0,20,0,0,57,22,73,211,60,46,489,415,2,3,5,1,100,0,0,0,320,0,13,74,0,0,0,1,3,1
168,514,0,0,0,267,104,88,20,31,10,0,3,0,0,4,4,4,497,17,8,537,253,2,3,3,1,100,0,0,0,563,1,0,69,0,0,0,0,3,1
169,621,5,0,0,373,168,91,45,24,8,0,32,0,1,38,51,19,335,137,40,654,336,2,3,3,1,100,0,0,0,328,0,0,111,0,0,0,3,3,1
170,424,0,0,0,227,76,64,38,19,6,0,0,0,0,0,4,44,4,0,71,124,203,2,3,3,1,100,0,0,0,758,1,0,0,0,0,0,0,3,1
171,1196,7,0,0,705,344,191,59,47,21,0,18,0,0,3,10,28,62,69,111,301,662,2,3,2,1,100,0,0,0,0,0,0,184,0,0,0,3,3,1
172,473,0,0,0,265,122,50,32,15,19,0,9,0,0,8,0,28,199,80,28,354,238,2,3,2,1,100,0,0,0,218,0,0,70,0,0,0,0,3,1
173,317,0,0,0,155,35,55,29,10,9,0,0,0,0,0,0,1,221,8,7,237,138,2,3,2,1,100,0,0,90,367,1,0,19,0,0,0,3,3,1
174,504,0,0,0,342,184,82,30,14,2,0,0,0,0,16,16,204,320,39,28,624,312,2,3,2,1,100,0,0,0,0,0,9,25,0,0,0,0,3,1
175,0,31,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,45,16,20,98,0,2,3,2,2,100,0,0,0,329,0,0,107,0,0,0,3,3,1
176,0,0,0,22,0,0,0,0,0,0,0,4,1,0,0,1,2,32,0,1,42,0,2,3,2,2,100,0,0,0,0,0,0,155,1,0,0,0,3,1
177,1513,72,0,0,664,385,354,85,25,13,0,3,0,0,3,7,14,180,1,5,213,862,2,3,2,2,100,0,0,0,0,0,53,174,1,0,0,4,3,1
178,336,0,779,0,207,66,59,26,11,6,45,0,1,0,0,0,0,1,0,0,2,168,2,3,1,2,100,0,0,0,0,0,0,358,1,0,0,0,3,1
179,860,0,0,0,541,267,190,32,18,9,30,0,0,0,0,0,0,1,0,0,2,516,2,3,2,1,100,0,0,0,0,0,0,204,0,0,0,0,3,1
180,154,0,0,0,59,7,18,15,14,2,0,36,0,2,12,5,41,293,229,60,677,56,2,3,4,1,100,0,0,0,0,0,0,137,0,0,0,0,3,1
181,3,0,0,0,1,0,0,1,0,0,0,28,0,3,5,54,17,144,25,28,304,1,2,3,5,1,100,0,0,0,0,0,0,427,1,0,0,0,3,1
182,1116,0,133,0,734,398,177,51,34,15,35,0,0,0,0,0,0,1,0,0,2,675,2,3,7,1,100,0,0,0,0,0,0,185,1,0,0,0,3,1
183,1692,0,0,3,1,498,315,101,44,17,0,0,0,0,0,0,0,1,0,0,2,975,2,3,6,1,100,0,0,0,0,0,8,426,0,0,0,0,3,1
184,51,0,0,1,32,15,9,6,0,0,0,43,0,7,1,3,350,274,21,39,738,30,2,3,4,1,100,0,0,0,0,0,0,20,0,0,0,0,3,1
185,122,0,1280,941,75,39,19,3,9,0,0,0,0,0,0,0,1,3,0,0,4,70,2,3,4,1,100,27,0,0,0,1,0,243,0,0,0,0,3,1
186,1,0,38,916,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5,0,7,1,2,3,2,3,100,0,0,0,2038,1,3,1399,0,0,0,0,26,1
187,90,0,0,0,90,17,16,7,5,0,0,0,0,0,0,0,1,1,0,0,2,45,2,3,6,1,100,0,0,0,0,0,0,206,0,0,0,0,3,1
188,1159,0,0,107,629,244,216,73,31,28,0,0,0,0,0,0,1,2,1,0,4,592,2,3,6,1,100,0,0,0,0,0,6,837,0,0,0,0,3,1
189,919,9,38,33,503,213,128,65,45,15,0,0,0,0,0,0,2,0,0,0,3,466,2,3,7,1,100,0,0,0,0,0,20,217,1,0,0,3,3,1
190,923,38,0,0,575,328,119,47,39,12,0,0,0,0,0,0,0,1,0,0,1,545,2,3,5,1,100,0,0,0,0,0,15,173,1,0,0,1,3,1
191,1148,9,0,0,616,208,207,78,58,12,0,52,0,0,2,3,6,341,64,35,503,563,2,3,5,1,100,0,0,157,0,1,5,438,1,0,0,1,3,1
192,1240,0,0,0,645,282,144,68,59,46,15,23,0,2,4,23,123,201,134,32,542,599,2,3,6,1,100,0,0,0,0,0,20,181,1,0,0,0,3,1
193,393,0,0,0,249,99,66,18,17,8,35,0,0,0,0,0,1,2,0,0,3,208,2,3,6,1,100,23,0,0,0,1,3,243,1,0,0,0,3,1
194,239,0,0,129,167,111,20,16,5,4,15,6,20,0,1,0,29,197,41,6,300,156,2,3,4,2,100,0,0,0,0,0,0,205,1,0,0,0,3,1
195,703,0,0,0,424,215,110,25,32,13,0,14,0,0,0,2,19,76,0,95,206,395,2,3,4,2,100,0,0,0,397,1,0,251,1,0,0,0,3,1
196,1479,34,0,0,814,293,269,88,46,40,0,37,0,0,8,20,6,414,10,32,526,736,2,3,3,2,100,0,0,0,0,0,4,11,1,0,0,3,3,1
197,117,11,0,0,47,12,13,7,2,10,0,0,0,0,0,0,0,1,0,0,2,44,2,3,3,2,100,0,0,0,0,0,0,109,1,0,0,3,3,1
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,3,2,100,0,0,0,689,0,0,405,0,0,0,0,2,1
199,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,520,0,0,523,1,2,3,4,2,100,0,0,0,1163,1,15,0,0,0,0,3,2,1
200,603,4,0,1,297,109,90,38,20,24,0,12,0,0,0,18,1,129,49,44,253,281,2,3,4,2,100,0,0,56,584,1,53,50,0,0,0,3,2,1
201,1259,0,0,0,660,176,226,71,77,22,0,0,0,0,0,16,21,197,6,62,302,572,2,3,5,2,100,0,0,0,0,0,4,5,0,0,0,0,2,1
202,103,0,0,0,50,15,16,6,7,2,15,35,0,7,37,22,98,352,82,14,647,46,2,3,5,2,100,0,0,0,405,0,28,186,0,0,0,0,2,1
203,195,0,0,0,107,36,45,8,5,5,0,13,0,4,75,16,275,81,113,26,604,99,2,3,3,2,100,0,0,0,0,0,0,173,0,0,0,0,2,1
204,278,0,0,0,166,65,52,13,10,6,0,2,0,1,8,15,3,559,35,4,627,146,2,3,3,2,100,0,0,0,0,0,4,457,0,0,0,0,2,1
205,541,11,0,0,256,82,88,33,26,16,0,0,0,0,0,0,0,1,1,0,3,245,2,3,4,2,100,0,0,0,0,0,1,1132,0,0,0,3,2,1
206,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,3,5,3,100,0,0,0,0,0,0,504,0,0,0,0,2,1
207,0,98,0,0,0,0,0,0,0,0,10,12,0,0,1,0,0,114,12,21,161,0,2,3,4,0,100,0,0,0,0,0,8,11,0,0,0,3,3,1
208,57,0,0,0,29,7,14,6,1,0,0,12,0,0,0,0,0,4,1,34,107,28,2,3,5,1,100,0,0,0,0,0,2,3,0,0,0,0,2,1
209,24,0,0,0,14,6,5,1,0,1,0,192,0,7,28,29,6,128,83,19,492,13,2,3,5,1,100,0,0,0,0,0,0,117,0,0,0,3,2,1
210,336,223,0,0,195,69,91,9,7,6,20,0,0,0,0,0,1,1,0,0,3,182,2,3,5,1,100,0,0,0,0,0,17,403,0,0,0,3,2,1
211,302,0,0,0,205,56,83,18,4,2,0,0,0,0,0,0,0,0,0,0,2,163,2,3,5,1,100,0,0,0,0,0,0,137,0,0,0,0,2,1
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,4,1,100,0,0,0,0,0,103,110,0,0,0,0,2,1
213,760,0,39,2,348,124,106,57,32,25,0,0,0,0,0,0,0,1,0,0,2,344,2,3,4,2,100,0,0,0,0,0,2,205,0,0,0,0,2,1
214,255,0,0,0,227,195,30,0,0,0,0,116,0,4,42,19,4,316,53,71,624,225,2,3,4,1,100,0,0,0,0,0,6,468,0,0,0,0,2,1
215,682,6,0,0,361,116,156,48,25,2,45,0,0,0,0,0,1,1,0,0,2,347,2,3,4,2,100,0,0,0,0,0,0,152,0,0,0,3,2,1
216,313,10,0,0,159,54,62,18,9,9,0,0,0,0,0,0,0,1,0,0,2,152,2,3,3,2,100,0,0,0,769,1,2,488,0,0,0,3,2,1
217,1034,0,0,0,294,277,220,56,26,9,0,0,0,0,1,0,0,1,0,0,2,588,2,3,3,2,100,0,0,0,0,0,319,226,0,0,0,0,2,1
218,795,0,0,0,446,172,153,61,21,10,25,148,0,2,310,2,5,62,49,35,612,417,2,3,4,2,100,0,0,0,0,0,0,77,0,0,0,0,2,1
219,91,0,0,0,50,22,14,7,0,4,0,68,0,1,4,1,179,384,31,22,691,47,2,3,4,2,100,0,0,0,0,0,0,50,0,0,0,0,2,1
220,222,10,0,53,138,68,38,19,4,1,0,2,0,0,0,0,1,3,0,0,6,130,2,3,3,2,100,0,0,0,0,0,25,188,0,0,0,3,1,0
221,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,2,3,4,2,100,0,0,0,0,0,0,69,0,0,0,0,1,0
222,317,0,0,0,150,45,39,27,12,13,0,32,0,0,0,0,1,185,1,15,235,136,2,3,6,2,100,0,0,0,0,1,12,5,0,0,0,0,6,1
223,242,19,0,0,105,26,33,22,16,4,0,0,0,0,0,0,0,2,0,0,2,101,1,5,6,2,100,0,3970,485,1322,4,171,59,0,0,0,3,1,0
224,0,61,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,5,0,0,7,0,2,3,5,2,100,0,0,0,0,0,19,11,0,0,0,4,1,0
225,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,5,4,2,100,0,0,0,628,0,0,23,0,0,0,0,1,0
226,0,0,0,0,0,0,0,0,0,0,0,311,0,2,2,2,3,39,6,8,373,0,1,5,6,2,100,0,0,0,1106,0,0,30,0,0,0,0,1,0
227,0,0,0,0,0,0,0,0,0,0,0,158,0,1,1,1,3,133,4,6,305,0,1,5,6,2,100,0,0,0,472,0,0,15,0,0,0,0,1,0
228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,5,7,2,100,0,0,0,0,0,0,221,0,0,0,0,1,0
229,0,0,0,0,0,0,0,0,0,0,25,184,0,2,4,1,3,152,4,4,354,0,1,5,5,2,100,0,0,0,0,0,0,39,0,0,0,0,1,0
230,61,253,0,0,55,44,7,1,0,0,0,139,0,1,1,0,97,160,17,23,438,52,1,5,5,2,100,0,0,0,0,1,11,25,0,0,0,3,1,0
231,310,132,0,0,261,202,43,2,4,0,0,325,0,1,15,4,271,124,105,27,872,251,2,3,5,2,100,0,0,0,691,0,20,119,0,0,0,3,1,0
232,41,0,0,0,36,28,5,1,0,0,25,264,0,1,1,13,3,37,5,12,338,34,2,3,5,1,100,0,0,0,167,0,0,252,0,0,0,0,1,0
233,8,0,0,0,8,6,1,0,0,0,0,1,0,0,0,0,1,1,0,0,3,7,2,3,5,1,100,0,0,0,21,0,1,44,0,0,0,0,1,0
234,1,0,0,0,1,1,0,0,0,0,60,1,0,0,1,0,0,0,0,0,2,1,2,3,6,1,100,0,0,0,0,0,573,78,0,0,0,0,2,1
235,99,0,0,0,88,69,11,0,2,0,0,1,0,0,0,0,0,0,0,0,1,82,1,5,8,2,100,0,0,0,703,0,17,171,0,0,0,0,1,0
236,0,0,0,0,0,0,0,0,0,0,0,32,0,1,62,9,46,90,4,4,248,0,1,5,8,2,100,0,0,0,0,0,0,25,0,0,0,0,1,0
237,0,0,0,0,0,0,0,0,0,0,165,2,0,0,0,0,0,0,0,0,2,0,1,5,7,2,100,0,0,0,214,0,0,35,0,0,0,0,1,0
238,567,0,0,0,352,123,157,21,13,3,0,26,0,1,0,0,291,240,2,12,572,317,1,5,8,2,100,0,0,0,436,1,6,19,0,0,0,0,1,0
239,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,2,0,1,5,8,2,100,0,0,0,0,0,0,134,0,0,0,0,1,0
240,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,0,0,4,0,1,5,8,2,100,0,0,0,0,0,0,56,0,0,0,0,1,0
241,15,0,0,0,8,3,4,0,1,0,7,0,0,0,0,0,1,1,0,0,2,8,1,5,8,2,100,0,0,0,0,0,0,66,0,0,0,0,1,0
242,0,27,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,3,0,1,5,8,2,100,0,0,517,556,2,0,77,0,0,0,3,1,0
243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,5,0,1,5,8,2,100,0,0,0,0,0,0,79,0,0,0,0,1,0
244,92,0,0,0,48,8,18,7,3,3,0,0,0,0,0,0,0,1,0,0,2,39,1,5,8,2,100,0,0,0,0,0,4,129,0,0,0,0,1,0
245,0,0,0,47,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,1,5,7,2,100,0,0,0,0,0,0,897,0,0,0,0,1,0
246,0,0,0,21,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,107,0,1,5,6,2,100,0,0,0,240,1,0,291,0,0,0,0,1,0
247,34,0,0,0,34,34,0,0,0,0,0,27,0,0,0,0,0,209,0,19,254,34,2,3,6,2,100,0,0,0,211,0,29,21,0,0,0,0,6,1
248,1019,7,0,0,605,266,222,60,21,9,0,13,0,0,6,2,0,40,0,18,79,578,2,3,6,2,100,0,0,0,0,0,3,82,0,0,0,3,6,1
249,403,0,0,9,266,135,100,6,0,10,0,43,7,0,0,14,68,139,202,72,545,251,2,3,7,2,100,0,0,0,0,0,9,197,0,0,0,0,1,0
250,794,0,0,0,393,101,167,56,39,7,0,58,0,0,0,2,7,197,17,24,304,370,1,5,7,2,100,0,0,0,0,1,0,21,0,0,0,0,1,0
251,1551,0,0,0,909,425,270,102,55,12,0,17,0,0,21,0,60,351,1,26,476,864,1,5,8,2,100,0,0,0,289,0,17,9,0,0,0,0,1,0
252,76,27,0,0,37,13,11,4,6,1,25,0,0,0,0,0,1,3,0,0,5,35,1,5,8,2,100,3421,0,0,0,4,5,302,0,0,0,3,1,0
253,182,28,0,0,117,64,29,11,3,3,0,49,0,4,0,1,0,170,44,29,298,110,1,5,8,2,100,0,0,0,0,0,5,53,0,0,0,3,1,0
254,319,0,0,0,210,109,80,11,3,1,0,45,0,1,0,0,339,30,22,19,456,204,1,5,9,2,100,0,0,0,401,0,8,25,1,0,0,0,1,0
255,344,0,0,77,232,88,81,6,9,8,7,1,0,0,0,0,0,2,0,0,4,192,1,5,8,2,100,25,0,0,0,1,6,281,1,0,0,0,1,0
256,284,29,0,0,156,49,67,18,8,3,7,1,0,0,0,0,1,3,0,0,5,145,1,5,8,2,100,0,0,0,0,0,4,96,0,0,0,3,1,0
257,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,5,8,2,100,0,0,0,0,0,0,464,0,0,0,0,1,0
258,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,9,2,100,0,0,0,0,0,0,25,0,0,0,3,1,0
259,0,0,0,0,0,0,0,0,0,0,0,56,0,60,5,15,0,68,94,31,329,0,1,5,9,2,100,0,0,0,0,0,3,46,0,0,0,0,7,1
260,162,0,0,0,81,36,19,13,6,5,0,56,0,11,15,10,65,265,28,29,478,79,1,5,9,2,100,0,0,0,359,0,0,40,0,0,0,0,1,0
261,890,0,0,0,475,209,120,71,32,20,15,23,0,5,2,48,181,79,59,45,442,452,1,5,9,2,100,235,0,0,0,1,0,81,0,0,0,0,1,0
262,406,0,0,0,281,159,71,10,10,7,0,17,0,2,0,109,40,67,114,47,395,257,1,5,9,2,100,0,0,0,0,0,4,75,0,0,0,0,1,0
263,116,0,0,0,67,33,18,4,5,3,0,37,0,6,8,68,140,302,77,43,681,63,1,5,8,2,100,0,0,149,0,0,0,58,0,0,0,0,1,0
264,795,31,0,0,402,138,140,67,24,16,0,12,0,1,0,7,42,177,84,42,365,385,1,5,8,2,100,0,0,0,0,0,332,170,0,0,0,3,1,0
265,1414,269,0,278,727,263,181,105,56,50,0,10,121,1,0,4,31,74,49,12,302,655,2,3,9,2,100,0,0,0,1044,1,34,138,0,0,0,3,1,0
266,58,0,0,0,28,11,4,7,2,2,0,25,0,2,3,6,39,310,134,25,543,26,2,3,8,2,100,0,0,0,804,1,9,161,0,0,0,0,1,0
267,4,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,112,59,0,0,172,2,1,5,8,2,100,0,0,0,0,0,0,2,0,0,0,0,1,0
268,308,0,0,30,180,78,62,17,10,3,0,33,39,2,16,0,2,103,12,90,298,170,2,3,8,2,100,0,0,0,0,0,5,67,0,0,0,0,1,0
269,81,0,0,0,44,22,9,4,6,1,0,16,0,0,0,0,12,113,9,26,176,42,2,3,8,2,100,0,0,0,0,0,0,8,0,0,0,0,1,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,69,104,0,2,3,6,2,100,0,0,0,363,0,0,0,0,0,0,0,6,1
271,1152,0,0,0,596,253,128,81,45,44,0,154,0,0,0,13,33,397,143,59,799,551,3,1,3,2,100,0,0,209,600,1,0,77,0,0,0,0,6,1
272,2060,21,0,0,859,204,235,137,100,115,0,55,0,0,4,6,16,152,125,35,394,791,3,1,3,2,100,0,0,0,0,0,85,105,0,0,0,3,6,1
273,3,2,0,0,1,0,0,1,0,0,0,74,0,0,0,19,19,239,6,84,443,1,3,1,0,0,100,0,0,0,678,1,0,11,0,0,0,3,24,1
274,1702,0,0,0,936,385,284,113,55,38,0,15,0,0,4,5,8,148,0,16,197,875,3,1,4,2,100,0,0,0,0,1,15,95,0,0,0,0,24,1
275,5,0,0,0,2,1,0,0,1,0,0,18,0,0,2,4,59,163,2,33,281,2,3,1,2,2,100,0,0,0,517,0,0,87,0,0,0,0,24,1
276,1,0,0,0,1,1,0,0,0,0,0,94,0,0,3,6,7,250,9,58,426,1,3,1,2,2,100,0,0,145,0,1,0,125,0,0,0,0,24,1
277,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,9,13,284,4,45,357,1,3,1,2,2,100,0,0,58,0,1,45,2,0,0,0,0,24,1
278,3,0,0,0,2,1,1,0,0,0,0,0,0,0,4,8,36,158,48,29,283,2,2,3,5,1,100,0,0,0,218,0,0,289,0,0,0,0,24,1
279,886,80,0,0,572,279,143,38,33,15,80,24,0,0,3,0,6,391,7,21,452,508,2,3,3,2,100,0,0,455,218,1,2,36,0,0,0,3,24,1
280,2,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,17,160,21,68,274,2,3,1,2,2,100,0,0,0,0,0,35,38,0,0,0,0,24,1
281,4,285,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,3,2,0,100,0,0,108,218,1,133,88,0,0,0,3,24,1
282,1168,5,0,0,416,57,116,69,88,64,0,0,0,0,10,5,84,257,0,106,463,394,3,1,2,0,100,0,3153,137,945,1,10,271,0,0,0,3,24,1
283,834,9,0,0,350,73,110,54,41,43,0,44,0,0,2,15,14,216,36,29,356,321,3,1,0,0,100,0,0,0,0,0,0,40,0,0,0,1,24,1
284,1310,0,0,0,391,41,83,53,36,160,0,0,0,0,22,5,4,41,0,29,101,373,3,1,0,0,100,0,0,0,329,0,0,219,0,0,0,0,24,1
285,3,5,0,0,1,0,0,1,0,0,0,0,0,12,12,15,52,127,40,46,304,1,3,1,0,0,100,0,0,0,209,1,90,31,0,0,0,3,6,1
286,1765,12,2,1,1,120,214,126,106,83,0,36,0,4,8,10,12,474,32,42,618,649,3,1,0,0,100,0,0,880,257,2,10,41,0,0,0,3,6,1
287,912,33,0,0,400,104,114,65,45,41,0,0,0,0,1,1,3,107,6,8,126,369,3,1,0,0,100,0,0,162,1913,3,39,25,0,0,0,4,6,1
288,1560,15,0,0,570,383,324,87,37,24,0,31,0,0,3,54,3,230,14,30,365,855,3,1,3,0,100,0,0,0,315,0,11,132,0,0,0,3,6,1
289,588,6,0,0,226,43,80,39,22,36,0,55,0,0,0,3,11,232,5,37,344,220,3,1,4,5,100,0,0,0,470,0,3,2,0,0,0,3,6,1
290,1874,0,0,0,679,124,169,118,117,118,0,33,0,0,0,13,53,112,7,53,270,646,3,1,0,0,100,0,0,0,0,0,0,2,0,0,0,0,6,1
291,178,83,0,0,67,14,21,9,10,11,0,13,0,0,1,0,25,70,34,15,158,65,3,1,0,0,100,0,0,0,0,0,41,49,0,0,0,3,6,1
292,263,45,0,0,101,16,26,33,19,4,0,0,0,0,0,0,4,209,0,7,219,98,3,1,0,0,100,0,0,0,0,0,22,33,0,0,0,3,6,1
293,558,0,0,0,210,37,79,24,34,31,0,27,0,0,0,3,66,32,0,36,164,205,3,1,0,0,100,0,0,0,326,0,2,0,0,0,0,0,6,1
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,100,0,0,304,0,0,1,10,0,0,0,0,6,1
295,2068,0,0,0,805,169,223,180,102,101,0,0,0,0,9,12,32,239,0,60,351,775,3,1,4,5,100,0,0,72,0,1,2,34,0,0,0,0,6,1
296,1492,28,0,0,569,122,172,114,51,96,0,0,0,0,0,0,0,2,0,0,2,555,3,1,4,5,100,0,0,117,0,1,109,137,0,0,0,4,6,1
297,753,3,0,0,298,52,90,71,42,28,0,0,0,0,4,11,11,395,4,43,467,283,3,1,4,5,100,0,0,169,437,1,18,55,0,0,0,3,6,1
298,1046,0,0,0,520,219,140,70,23,49,0,15,0,0,0,0,10,359,1,12,398,501,3,1,3,2,100,0,0,0,0,0,66,10,0,0,0,0,6,1
299,968,0,0,0,417,115,108,87,39,44,45,18,0,1,0,0,2,167,6,22,217,393,3,1,3,2,100,0,0,153,0,1,1,10,0,0,0,0,6,1
300,1065,183,0,0,441,97,124,57,81,45,0,0,0,0,0,0,0,3,0,0,3,404,3,1,3,2,100,0,0,0,0,0,92,131,0,0,0,4,6,1
301,689,172,0,0,327,113,96,44,28,28,0,22,0,0,2,1,8,485,14,21,553,309,3,1,3,3,100,0,0,0,0,0,81,15,0,0,0,4,6,1
302,1724,120,0,0,624,124,158,83,95,131,0,29,0,0,5,8,10,425,11,31,519,591,3,1,4,2,100,0,0,0,0,0,49,11,0,0,0,3,6,1
303,1012,12,0,0,401,113,88,56,55,67,0,27,0,0,259,172,25,330,14,11,838,379,3,1,4,2,100,0,0,470,0,1,6,37,0,0,0,3,6,1
304,200,0,0,0,68,14,16,7,12,17,0,51,0,3,3,0,6,48,13,58,183,66,2,3,4,2,100,0,0,0,688,0,17,4,0,0,0,0,6,1
305,1585,19,0,0,719,294,200,64,46,103,0,39,0,0,0,95,0,84,33,111,362,707,3,1,6,1,100,0,0,0,0,1,0,7,0,0,0,3,6,1
306,1220,8,0,0,423,74,106,60,56,106,0,10,0,0,0,15,1,46,60,21,153,402,3,1,0,0,100,0,0,0,494,0,0,57,0,0,0,3,6,1
307,359,0,0,0,101,4,15,21,18,38,0,20,0,0,0,2,0,242,6,26,297,96,3,1,0,0,100,0,0,399,0,1,5,7,0,0,0,0,6,1
308,491,0,0,0,154,18,44,19,12,56,0,25,0,0,1,0,6,554,5,25,615,149,3,1,0,0,100,0,0,0,1404,1,0,21,0,0,0,0,6,1
309,1757,0,0,0,600,98,128,96,90,151,0,28,0,0,11,7,95,262,277,22,702,563,3,1,0,0,100,0,0,0,214,0,0,289,0,0,0,0,6,1
310,2993,154,0,0,666,163,210,152,141,278,0,105,0,0,10,23,123,346,81,39,727,944,3,1,0,1,100,0,0,0,214,1,19,59,0,0,0,3,6,1
311,525,520,0,0,166,25,30,29,27,49,0,94,0,0,2,1,4,475,16,10,601,160,3,1,0,0,100,0,0,2465,0,1,0,58,0,0,0,3,6,1
312,2275,91,0,0,1,91,134,85,99,253,0,0,0,0,21,29,161,351,29,99,689,662,3,1,0,0,100,0,0,0,166,1,44,8,0,0,0,3,6,1
313,1414,15,0,0,465,74,90,55,70,143,0,3,0,0,9,12,3,59,47,56,190,432,3,1,0,0,100,0,0,0,214,0,26,18,0,0,0,3,6,1
314,1476,24,0,0,410,36,71,60,57,178,0,0,0,0,1,2,13,85,2,18,122,402,3,1,0,0,100,0,0,0,0,0,15,540,0,0,0,3,6,1
315,1566,31,0,0,434,37,68,45,82,186,0,0,0,0,0,4,4,152,13,17,190,418,3,1,0,0,100,0,0,76,359,1,45,34,0,0,0,3,6,1
316,2325,0,0,0,673,77,94,95,105,271,0,9,0,0,0,0,0,282,0,13,305,642,2,3,0,0,100,0,0,0,156,1,59,0,0,0,0,4,6,1
317,5,68,0,0,1,0,0,0,0,1,0,0,0,0,282,23,44,142,4,2,498,1,2,3,10,0,100,0,0,222,327,1,80,42,0,0,0,3,6,1
318,1072,0,0,0,305,19,65,50,42,121,0,120,0,11,0,0,4,27,0,36,198,297,3,1,0,0,100,0,0,0,0,0,69,52,0,0,0,3,6,1
319,864,73,0,0,254,32,47,39,24,105,0,74,0,3,3,0,0,61,0,71,212,247,3,1,0,0,100,0,0,0,533,1,2,219,0,0,0,3,6,1
320,211,27,0,0,71,9,19,11,14,15,0,361,0,15,0,2,0,37,0,35,450,68,3,1,0,0,100,0,0,0,235,1,9,340,0,0,0,3,6,1
321,866,0,0,0,271,40,76,30,21,100,0,0,0,0,0,3,0,78,0,8,89,267,3,1,0,0,100,0,0,0,1493,0,0,0,0,0,0,0,6,1
322,2010,105,0,0,595,61,96,73,67,254,0,99,0,9,2,0,2,196,9,20,337,551,3,1,0,0,100,0,0,11,656,1,48,217,0,0,0,4,6,1
