TAZ,POP,GQ,HR,RC,HU,HH1,HH2,HH3,HH4,HH5,MILI,GOVT,HOTEL,AG,TCU,INDUS,FIRE,SERV,RETAIL,CSTR,TOTALEMP,TOTALHH,TERMTYPE,TERMTIME,WORK_DAILY,NONWRK_HRLY,PERCWLK,PRV_UNIV_ENROLL,PUB_UNIV_ENROLL,PRV_K12_ENROLL,PUB_K12_ENROLL,SCHOOLS,GQWRK,NONVISRET,VISPRCAUTO,VISPRCTOUR,MILI_BASE,GQTYPE,TD,SHRWRKPKGPROVIDED
139,3414,236,0,0,1598,484,516,236,141,70,0,27,0,0,10,12,21,153,88,32,343,1447,3,1,0,1,100,0,0,0,1101,1,0,157,0,0,0,1,5,0.874251497
140,420,0,0,0,235,90,53,29,19,12,0,27,0,0,1,6,43,235,113,24,449,203,3,1,5.727775,1.296867,100,0,0,0,0,0,0,195,0,0,0,0,5,0.874251497
141,796,0,0,0,457,157,135,51,28,20,0,35,0,0,0,16,43,42,24,16,176,391,3,1,2.443774,1.506185,100,0,0,0,0,0,0,41,0,0,0,0,3,0.646840149
142,552,129,0,0,307,174,56,23,5,9,0,13,0,0,11,2,85,492,132,27,762,267,3,1,2.885097,1.390865,100,0,0,0,0,1,0,230,0,0,0,1,25,0.308139535
143,2345,4,0,0,1268,436,391,166,73,63,0,25,0,0,4,61,7,127,15,26,265,1129,3,1,2.823893,1.549001,100,0,0,0,332,1,1,24,0,0,0,1,3,0.646840149
144,2082,37,0,0,985,299,292,148,81,71,0,0,0,0,8,2,12,19,0,19,60,891,2,3,3.4,1.66332,100,0,0,0,0,0,0,0,0,0,0,1,3,0.646840149
145,1491,0,0,0,834,300,255,95,62,29,0,42,0,0,0,4,7,626,6,27,712,741,2,3,3.731513,2.007734,100,0,0,2077,503,2,0,10,0,0,0,0,3,0.646840149
146,2135,71,0,0,1126,331,375,160,84,33,0,42,0,0,0,3,6,147,4,26,228,983,2,3,5.102348,1.823647,100,105,0,0,0,1,26,7,0,0,0,1,3,0.646840149
147,1250,0,0,0,786,286,263,86,22,17,0,0,0,0,2,1,2,79,0,13,97,674,2,3,4.344683,1.905387,100,0,0,0,0,0,0,0,0,0,0,0,3,0.646840149
148,239,0,0,0,118,27,42,20,11,4,0,14,0,0,0,6,0,0,0,16,36,104,2,3,3.826248,1.665859,100,0,0,0,0,0,0,0,0,0,0,0,3,0.646840149
149,222,0,0,0,107,23,37,14,12,7,0,0,0,0,0,0,1,4,0,9,14,93,2,3,3.899291,1.572048,100,0,0,0,0,0,0,0,0,0,0,0,3,0.646840149
150,1142,0,0,0,573,183,154,85,41,42,0,17,0,0,1,7,142,107,74,17,365,505,2,3,3.220969,1.577449,100,0,0,118,0,1,0,127,0,0,0,0,3,0.646840149
151,611,0,0,0,339,131,104,32,26,13,0,74,0,0,0,0,8,309,81,23,495,306,2,3,3.522723,1.41965,100,0,0,0,0,0,0,143,0,0,0,0,3,0.646840149
152,131,7,0,0,47,8,16,4,8,6,0,10,0,0,1,7,16,204,13,22,273,42,3,1,3.477647,1.250329,100,0,0,0,0,0,0,22,0,0,0,1,25,0.308139535
153,165,2,0,0,83,20,17,16,10,4,0,17,0,0,0,1,17,255,73,29,392,67,2,3,3.536058,1.315775,100,0,0,0,0,0,6,130,0,0,0,1,25,0.308139535
154,775,6,0,0,469,217,96,49,23,23,0,2,0,0,1,13,56,67,12,24,175,408,2,3,3.984464,1.334453,100,0,0,0,0,0,3,20,0,0,0,3,3,0.646840149
155,969,0,0,0,453,134,126,73,42,34,0,0,0,0,1,1,0,44,3,16,65,409,2,3,4.023149,1.384771,100,0,0,0,0,0,0,4,0,0,0,0,3,0.646840149
156,870,0,0,0,439,132,142,58,34,24,0,0,0,0,0,0,2,10,0,10,22,390,2,3,3.762807,1.10282,100,0,0,0,0,0,1,0,0,0,0,0,3,0.646840149
157,1232,0,0,0,622,219,169,100,47,34,0,0,0,0,0,2,11,9,2,15,39,569,2,3,3.43271,0.852894,100,0,0,0,0,0,0,3,0,0,0,0,3,0.646840149
158,1600,7,0,0,880,312,257,98,58,44,0,2,0,2,11,10,153,233,37,21,469,769,2,3,4.410572,1.296788,100,0,0,0,0,0,0,64,0,0,0,3,3,0.646840149
159,840,13,0,0,464,165,152,55,26,17,0,0,0,0,8,34,37,194,11,15,299,415,2,3,4.235722,1.223584,100,0,0,0,0,0,0,19,0,0,0,3,3,0.646840149
160,345,0,0,0,244,127,54,18,7,5,0,12,0,0,8,43,43,302,154,33,595,211,2,3,4.686312,1.205139,100,0,0,0,0,0,0,272,0,0,0,0,3,0.646840149
161,214,0,0,0,95,25,21,15,15,8,0,1,0,0,0,0,1,51,7,17,77,84,3,1,5.030766,1.361844,100,0,0,0,0,0,0,11,0,0,0,0,3,0.646840149
162,145,0,0,0,67,14,13,12,6,8,0,0,0,0,0,1,5,9,9,14,38,53,3,1,4.699348,1.448571,100,0,0,0,0,0,0,13,0,0,0,0,3,0.646840149
163,204,0,0,0,133,45,32,12,6,6,0,12,0,0,21,15,61,268,62,30,469,101,2,3,4.514621,1.334839,100,0,0,0,0,0,0,109,0,0,0,0,3,0.646840149
164,475,0,0,0,283,125,66,32,12,13,0,34,0,0,10,12,81,602,132,49,920,248,3,1,3.47394,1.310739,100,0,0,0,0,0,0,226,0,0,0,0,3,0.646840149
165,524,119,0,0,218,81,54,34,18,8,0,0,0,0,1,8,22,199,17,16,263,195,3,1,3.795225,1.586896,100,0,0,0,0,0,82,30,0,0,0,4,3,0.646840149
166,646,29,0,0,299,66,89,54,37,12,0,28,0,0,3,0,2,2141,0,31,2205,258,3,1,3.353653,1.566854,100,0,0,0,0,1,0,0,0,0,0,1,3,0.646840149
167,868,42,0,0,469,181,127,62,21,22,0,11,0,0,31,12,40,115,33,25,267,413,2,3,4.634187,1.262116,100,0,0,0,0,0,17,56,0,0,0,1,3,0.646840149
168,489,0,0,0,242,79,71,23,32,13,0,10,0,0,14,12,12,1639,57,28,1772,218,2,3,2.984797,1.199357,100,0,0,0,844,1,0,103,0,0,0,0,3,0.646840149
169,613,5,0,0,353,152,85,42,23,12,0,22,0,1,26,35,13,228,93,27,445,314,2,3,3.235451,1.188506,100,0,0,0,0,0,0,167,0,0,0,3,3,0.646840149
170,420,0,0,0,219,71,64,35,14,9,0,0,0,0,0,1,10,1,0,16,28,193,2,3,2.796034,1.175613,100,0,0,0,1137,1,0,0,0,0,0,0,3,0.646840149
171,1112,7,0,0,691,342,165,56,37,23,0,7,0,0,1,4,11,24,27,43,117,623,2,3,2.387079,1.109291,100,0,0,0,0,0,0,47,0,0,0,3,3,0.646840149
172,472,0,0,0,253,99,57,28,19,19,0,7,0,0,6,0,21,147,59,21,261,222,2,3,2.314796,1.077263,100,0,0,0,0,0,0,105,0,0,0,0,3,0.646840149
173,293,0,0,0,155,42,54,25,9,6,0,0,0,0,1,0,2,499,17,16,535,136,2,3,2.248937,1.107006,100,0,0,0,0,0,0,29,0,0,0,3,3,0.646840149
174,438,0,0,0,300,158,72,23,13,3,0,0,0,0,9,9,115,180,22,16,351,269,2,3,1.940079,1.065949,100,0,0,0,0,0,13,38,0,0,0,0,3,0.646840149
175,31,31,26,0,0,0,0,0,0,0,0,0,11,0,0,0,0,29,10,13,63,0,2,3,1.863689,1.839024,100,0,0,0,0,0,0,18,0,0,0,3,3,0.646840149
176,0,0,0,33,0,0,0,0,0,0,0,112,14,0,5,34,65,834,2,33,1099,0,2,3,1.633959,2.07673,100,0,0,0,0,0,0,2,1,0,0,0,3,0.646840149
177,1580,72,0,0,998,385,356,80,26,11,0,17,0,0,15,37,68,904,7,23,1071,858,2,3,1.579749,2.42099,100,0,0,0,0,0,80,12,1,0,0,4,3,0.646840149
178,246,0,1169,0,141,43,41,17,10,4,0,52,487,8,4,3,79,368,68,11,1080,115,2,3,1.449129,1.993182,100,0,0,0,0,0,0,122,1,0,0,0,3,0.646840149
179,738,0,0,0,487,227,158,30,13,9,0,98,0,28,170,40,432,1158,173,17,2116,437,2,3,1.792774,1.421099,100,0,0,0,0,0,0,306,0,0,0,0,3,0.646840149
180,113,0,0,0,54,5,11,12,10,2,0,15,0,1,5,2,17,123,96,25,284,40,2,3,3.988685,1.132597,100,0,0,0,0,0,0,170,0,0,0,0,3,0.646840149
181,1844,0,0,0,1188,607,283,87,51,40,0,21,0,2,4,41,13,109,19,21,230,1068,2,3,5.048935,1.065808,100,0,0,0,0,0,0,32,1,0,0,0,3,0.646840149
182,1040,0,200,0,707,368,174,49,27,13,0,60,84,20,43,185,75,776,156,24,1423,631,2,3,6.748871,1.026804,100,0,0,0,0,0,0,277,1,0,0,0,3,0.646840149
183,1673,0,0,4,1078,511,291,101,41,20,0,33,2,9,133,9,251,1058,356,19,1870,964,2,3,5.524496,1.147047,100,0,0,0,0,0,12,639,0,0,0,0,3,0.646840149
184,0,0,0,0,0,0,0,0,0,0,0,33,0,5,1,2,268,210,16,30,565,0,2,3,3.945811,1.359757,100,0,0,0,0,0,0,30,0,0,0,0,3,0.646840149
185,0,0,0,0,0,0,0,0,0,0,0,86,0,10,18,33,576,2368,204,11,3306,0,2,3,3.894389,1.409472,100,41,0,0,0,1,0,365,0,0,0,0,3,0.646840149
186,2,0,57,1374,1,0,1,0,0,0,0,56,596,5,3,26,17,429,2376,31,3539,1,2,3,2.35976,2.823851,100,0,0,0,0,0,0,2098,0,0,0,0,26,0.941176471
187,102,0,0,0,92,19,18,6,3,3,0,45,0,5,23,24,667,675,173,16,1628,49,2,3,5.796805,1.33517,100,0,0,0,0,0,0,309,0,0,0,0,3,0.646840149
188,999,0,0,160,567,215,178,65,30,22,0,83,67,6,72,37,944,2728,696,452,5085,510,2,3,6.343897,1.398764,100,0,0,0,0,0,0,1255,0,0,0,0,3,0.646840149
189,792,9,0,0,440,185,101,54,33,18,0,58,0,5,18,241,3265,427,183,35,4232,391,2,3,7.170299,1.160135,100,0,0,0,0,0,30,325,1,0,0,3,3,0.646840149
190,1534,38,0,0,980,482,217,78,54,23,0,41,0,1,10,42,119,590,149,36,988,854,2,3,5.478935,1.080082,100,0,0,0,0,0,22,260,1,0,0,1,3,0.646840149
191,1013,9,0,0,557,196,189,70,42,8,0,63,0,0,3,4,7,411,77,42,607,505,2,3,4.896345,1.323058,100,0,0,235,0,1,8,134,1,0,0,1,3,0.646840149
192,1117,0,0,0,683,260,136,55,52,41,0,26,0,2,5,27,141,231,154,37,623,544,2,3,5.818799,1.394779,100,0,0,0,0,0,30,272,1,0,0,0,3,0.646840149
193,343,0,0,0,195,76,50,20,13,8,0,157,0,5,27,129,488,1857,193,33,2889,167,2,3,6.1659,1.379787,100,35,0,0,0,1,4,364,1,0,0,0,3,0.646840149
194,210,0,0,193,154,94,24,11,3,4,0,25,81,1,3,2,117,803,166,24,1222,136,2,3,4.126202,1.91613,100,0,0,0,0,0,0,308,1,0,0,0,3,0.646840149
195,668,0,0,0,460,232,110,28,20,9,0,7,0,0,0,1,9,37,0,46,100,399,2,3,4.00493,1.919759,100,0,0,0,596,1,0,0,1,0,0,0,3,0.646840149
196,1444,34,0,0,805,302,243,81,47,33,0,39,0,0,8,21,6,440,11,34,559,706,2,3,3.077964,2.300955,100,0,0,0,0,0,6,17,1,0,0,3,3,0.646840149
197,111,11,0,0,45,12,10,6,3,6,0,140,0,3,9,20,91,952,99,25,1339,37,2,3,2.790964,2.297045,100,0,0,0,0,0,0,164,1,0,0,3,3,0.646840149
198,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,336,26,403,0,2,3,2.521892,2.26464,100,0,0,0,0,0,0,607,0,0,0,0,2,0.568965517
199,2,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,858,0,0,863,1,2,3,3.536824,2.316357,100,0,0,0,1745,2,23,0,0,0,0,3,2,0.568965517
200,422,4,0,0,196,70,55,25,18,17,0,10,0,0,0,16,1,112,42,38,219,185,2,3,4.455688,1.943837,100,0,0,0,0,0,0,75,0,0,0,3,2,0.568965517
201,1977,0,0,0,989,271,345,125,103,42,0,0,0,0,0,11,15,139,4,44,213,886,2,3,4.950156,1.944674,100,0,0,0,0,0,0,7,0,0,0,0,2,0.568965517
202,0,0,0,0,0,0,0,0,0,0,0,68,0,14,72,43,191,688,161,28,1265,0,2,3,5.230209,2.311271,100,0,0,0,0,0,0,279,0,0,0,0,2,0.568965517
203,3,0,0,0,2,0,0,1,0,0,0,17,0,5,95,20,348,103,143,33,764,1,2,3,3.399512,2.48653,100,0,0,0,0,0,0,260,0,0,0,0,2,0.568965517
204,601,0,0,0,740,139,120,25,15,14,0,26,0,8,87,160,28,6074,382,47,6812,313,2,3,2.815927,2.272286,100,0,0,0,0,0,0,685,0,0,0,0,2,0.568965517
205,496,11,0,0,226,68,70,35,24,15,0,32,0,12,171,151,185,855,943,263,2612,212,2,3,3.89328,1.709737,100,0,0,0,0,0,1,1698,0,0,0,3,2,0.568965517
206,3222,0,0,0,1806,573,668,221,103,44,0,30,0,9,97,112,103,830,426,156,1763,1609,2,3,4.637263,2.957979,100,0,0,0,0,0,0,756,0,0,0,0,2,0.568965517
207,99,99,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,85,9,16,120,0,2,3,3.562892,0,100,0,0,0,0,0,12,17,0,0,0,3,3,0.646840149
208,0,0,0,0,0,0,0,0,0,0,171,37,0,1,0,1,0,13,2,105,330,0,2,3,4.602661,0.75,100,0,0,0,0,0,3,4,0,0,0,0,2,0.568965517
209,0,0,0,0,0,0,0,0,0,0,0,282,0,10,41,43,9,187,121,28,721,0,2,3,4.802904,0.688566,100,0,0,0,0,0,0,176,0,0,0,3,2,0.568965517
210,223,223,0,0,0,0,0,0,0,0,0,258,0,7,57,151,530,1071,366,367,2807,0,2,3,5.211945,0.96944,100,0,0,0,0,0,25,605,0,0,0,3,2,0.568965517
211,480,0,0,0,309,105,114,24,10,6,185,295,0,17,100,81,2,335,116,230,1361,259,2,3,4.645886,1.096255,100,0,0,0,0,0,0,205,0,0,0,0,2,0.568965517
212,0,0,0,0,0,0,0,0,0,0,0,201,0,6,1,61,31,706,90,92,1188,0,2,3,4.144296,1.084093,100,0,0,0,0,0,0,165,0,0,0,0,2,0.568965517
213,578,0,0,0,283,100,93,43,21,15,0,355,0,16,5,417,116,882,149,34,1974,272,2,3,3.671808,1.572806,100,0,0,0,0,0,0,267,0,0,0,0,2,0.568965517
214,379,0,0,0,338,263,47,2,2,1,0,121,0,4,44,20,4,330,55,74,652,315,2,3,4.11556,1.222614,100,0,0,0,0,0,0,96,0,0,0,0,2,0.568965517
215,679,6,0,0,356,119,151,44,26,3,0,387,0,6,60,55,1091,1428,32,21,3080,343,2,3,3.8621,1.574935,100,0,0,0,0,0,0,57,0,0,0,3,2,0.568965517
216,465,10,0,0,238,80,96,30,15,6,0,300,0,18,14,117,42,656,125,69,1341,227,2,3,2.905466,1.903555,100,0,0,0,0,0,0,227,0,0,0,3,2,0.568965517
217,780,0,0,0,477,214,163,40,20,7,0,311,0,6,543,8,15,411,192,47,1533,444,2,3,3.053915,2.109496,100,0,0,0,0,0,6,339,0,0,0,0,2,0.568965517
218,518,0,0,0,293,122,102,37,11,7,0,198,0,2,413,2,7,82,65,47,816,279,2,3,3.79296,1.673082,100,0,0,0,0,0,0,115,0,0,0,0,2,0.568965517
219,0,0,0,0,0,0,0,0,0,0,0,92,0,1,6,2,243,520,42,30,936,0,2,3,3.658455,1.854665,100,0,0,0,0,0,0,75,0,0,0,0,2,0.568965517
220,214,10,0,80,165,67,38,16,2,1,0,1907,34,2,42,14,956,2508,49,29,5541,124,2,3,3.374198,2.145361,100,0,0,0,0,0,38,81,0,0,0,3,1,0.365671642
221,2053,0,0,0,1220,573,283,112,68,56,0,683,0,1,18,45,44,837,59,52,1739,1092,2,3,3.881512,2.246792,100,0,0,0,0,0,0,103,0,0,0,0,1,0.365671642
222,303,0,0,0,158,49,38,24,11,12,0,44,0,0,0,0,2,258,2,21,327,134,2,3,5.951264,2.234402,100,0,0,0,0,1,0,2,0,0,0,0,6,0.84
223,242,19,0,0,143,29,23,20,13,7,0,491,0,1,14,0,120,2272,54,32,2984,92,1,5,6.242656,2.166803,100,0,0,728,0,1,257,89,0,0,0,3,1,0.365671642
224,61,61,0,0,0,0,0,0,0,0,0,1318,0,1,405,14,43,6141,10,31,7963,0,2,3,4.82787,2.215789,100,0,0,0,0,0,0,16,0,0,0,4,1,0.365671642
225,0,0,0,0,0,0,0,0,0,0,0,1531,0,6,190,2,11,153,21,33,1947,0,1,5,4.386523,1.991335,100,0,0,0,0,0,0,35,0,0,0,0,1,0.365671642
226,0,0,0,0,0,0,0,0,0,0,0,1065,0,6,6,8,10,133,21,28,1277,0,1,5,6.356466,2.03007,100,0,0,0,414,0,0,33,0,0,0,0,1,0.365671642
227,0,0,0,0,0,0,0,0,0,0,0,630,0,4,2,2,13,530,14,23,1218,0,1,5,6.401915,1.907436,100,0,0,0,0,0,0,23,0,0,0,0,1,0.365671642
228,0,0,0,0,0,0,0,0,0,0,0,1526,0,7,43,49,149,1025,84,26,2909,0,1,5,6.55029,1.790267,100,0,0,0,0,0,0,147,0,0,0,0,1,0.365671642
229,0,0,0,0,0,0,0,0,0,0,0,1019,0,9,21,8,16,844,23,23,1963,0,1,5,4.744975,1.812708,100,0,0,0,0,0,0,37,0,0,0,0,1,0.365671642
230,253,253,0,0,0,0,0,0,0,0,0,176,0,1,1,0,123,202,21,29,553,0,1,5,4.887172,1.771719,100,0,0,0,0,1,0,38,0,0,0,3,1,0.365671642
231,412,132,0,0,244,188,34,4,3,0,0,316,0,1,15,4,264,121,102,26,849,229,2,3,5.285785,1.726907,100,0,0,0,0,0,29,178,0,0,0,3,1,0.365671642
232,0,0,0,0,0,0,0,0,0,0,0,730,0,4,4,36,8,103,15,34,934,0,2,3,5.370677,1.461911,100,0,0,0,250,0,0,25,0,0,0,0,1,0.365671642
233,0,0,0,0,0,0,0,0,0,0,0,1805,0,8,168,12,915,939,38,26,3911,0,2,3,5.442739,1.350297,100,0,0,0,0,0,0,66,0,0,0,0,1,0.365671642
234,0,0,0,0,0,0,0,0,0,0,0,541,0,12,426,50,85,326,70,20,1530,0,2,3,5.984288,1.254564,100,0,0,0,0,0,859,117,0,0,0,0,2,0.568965517
235,0,0,0,0,0,0,0,0,0,0,0,494,0,10,1,6,0,9,132,22,674,0,1,5,8.321737,1.98858,100,0,0,0,0,0,0,235,0,0,0,0,1,0.365671642
236,0,0,0,0,0,0,0,0,0,0,0,148,0,4,290,43,216,424,21,18,1164,0,1,5,8.413157,2.00217,100,0,0,0,0,0,0,37,0,0,0,0,1,0.365671642
237,0,0,0,0,0,0,0,0,0,0,0,1452,0,10,10,3,75,227,44,25,1846,0,1,5,6.583077,1.762274,100,0,0,0,0,0,0,53,0,0,0,0,1,0.365671642
238,545,0,0,0,360,124,147,24,11,2,0,39,0,1,0,0,429,353,3,18,843,308,1,5,7.766582,2.009531,100,0,0,0,0,0,0,5,0,0,0,0,1,0.365671642
239,0,0,0,0,0,0,0,0,0,0,0,533,0,9,250,19,552,1879,48,6,3296,0,1,5,8.260498,2.050889,100,0,0,0,0,0,0,84,0,0,0,0,1,0.365671642
240,0,0,0,0,0,0,0,0,0,0,0,523,0,9,43,0,1822,2073,48,0,4518,0,1,5,8.214167,2.112092,100,0,0,0,0,0,0,84,0,0,0,0,1,0.365671642
241,0,0,0,0,0,0,0,0,0,0,0,335,0,6,242,11,709,705,58,16,2082,0,1,5,7.740964,2.115324,100,0,0,0,0,0,0,99,0,0,0,0,1,0.365671642
242,27,27,0,0,0,0,0,0,0,0,0,648,0,16,38,15,1029,906,68,13,2733,0,1,5,7.636415,2.230893,100,0,0,0,630,0,0,115,0,0,0,3,1,0.365671642
243,0,0,0,0,0,0,0,0,0,0,0,738,0,12,560,23,784,3603,68,0,5788,0,1,5,8.129025,2.269359,100,0,0,0,0,0,0,119,0,0,0,0,1,0.365671642
244,59,0,0,0,32,6,11,4,2,2,0,354,0,7,415,5,215,591,70,20,1677,25,1,5,7.581075,2.472867,100,0,0,0,0,0,6,122,0,0,0,0,1,0.365671642
245,0,0,0,70,0,0,0,0,0,0,0,396,30,11,8,5,9,147,36,23,665,0,1,5,7.096529,2.37773,100,0,0,0,0,0,0,60,0,0,0,0,1,0.365671642
246,0,0,0,32,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,1,5,6.431316,2.223783,100,0,0,0,360,1,0,0,0,0,0,0,1,0.365671642
247,36,0,0,0,42,36,0,0,0,0,0,34,0,0,0,0,0,267,0,24,325,36,2,3,5.730615,2.337832,100,0,0,0,316,0,44,0,0,0,0,0,6,0.84
248,984,7,0,0,687,275,205,52,18,12,0,14,0,0,6,2,0,42,0,19,83,562,2,3,5.9262,2.37709,100,0,0,0,0,0,0,0,0,0,0,3,6,0.84
249,49,0,0,13,35,17,12,1,0,1,0,35,6,0,0,11,55,113,164,58,442,31,2,3,7.420864,2.270973,100,0,0,0,0,0,0,295,0,0,0,0,1,0.365671642
250,819,0,0,0,418,97,172,59,39,7,0,61,0,0,0,2,7,209,18,25,322,374,1,5,7.165528,2.29236,100,0,0,0,0,1,0,31,0,0,0,0,1,0.365671642
251,1818,0,0,0,1238,458,330,116,57,21,0,12,0,0,15,0,43,252,1,19,342,982,1,5,7.745642,2.292311,100,0,0,0,0,0,0,1,0,0,0,0,1,0.365671642
252,30,27,0,0,3,3,0,0,0,0,0,607,0,10,142,67,1634,3903,256,3,6622,3,1,5,8.195791,2.320646,100,5132,0,0,0,6,8,453,0,0,0,3,1,0.365671642
253,28,28,0,0,0,0,0,0,0,0,0,49,0,4,0,1,0,168,44,29,295,0,1,5,8.36762,2.213788,100,0,0,0,0,0,0,79,0,0,0,3,1,0.365671642
254,330,0,0,0,226,105,68,21,4,2,0,47,0,1,0,0,355,31,23,20,477,200,1,5,8.501675,2.154186,100,0,0,0,0,0,0,38,1,0,0,0,1,0.365671642
255,353,0,0,116,240,103,72,15,8,5,0,535,49,12,99,110,230,999,196,13,2243,203,1,5,8.427567,2.220216,100,37,0,0,0,2,0,351,1,0,0,0,1,0.365671642
256,241,29,0,0,128,40,52,13,6,1,0,667,0,13,129,60,1847,3709,83,1,6509,112,1,5,8.397871,2.115659,100,0,0,0,0,0,0,144,0,0,0,3,1,0.365671642
257,0,0,0,0,0,0,0,0,0,0,0,69,0,1,872,132,607,717,388,22,2808,0,1,5,8.407062,2.007178,100,0,0,0,0,0,0,696,0,0,0,0,1,0.365671642
258,26,26,0,0,0,0,0,0,0,0,0,140,0,2,4,23,102,586,21,18,896,0,1,5,8.51177,2.089749,100,0,0,0,0,0,0,37,0,0,0,3,1,0.365671642
259,0,0,0,0,0,0,0,0,0,0,0,23,0,25,2,6,0,28,39,13,136,0,1,5,8.733877,2.139845,100,0,0,0,0,0,0,69,0,0,0,0,7,0.794952681
260,3,0,0,0,4,0,0,1,0,0,0,52,0,10,14,9,61,248,26,27,447,1,1,5,8.619741,2.115491,100,0,0,0,0,0,0,45,0,0,0,0,1,0.365671642
261,732,0,0,0,403,159,93,55,23,25,0,21,0,5,2,44,165,72,54,41,404,355,1,5,8.613054,2.186084,100,352,0,0,0,1,0,94,0,0,0,0,1,0.365671642
262,452,0,0,0,372,163,79,13,14,6,0,7,0,1,0,44,16,27,46,19,160,275,1,5,8.619802,2.195746,100,0,0,0,0,0,0,83,0,0,0,0,1,0.365671642
263,0,0,0,0,0,0,0,0,0,0,0,24,0,4,5,44,91,196,50,28,442,0,1,5,8.402413,2.144135,100,0,0,0,0,0,0,87,0,0,0,0,1,0.365671642
264,544,31,0,0,286,99,78,41,17,11,0,12,0,1,0,7,41,175,83,41,360,246,1,5,8.413704,2.195845,100,0,0,0,0,0,0,146,0,0,0,3,1,0.365671642
265,1855,269,0,417,916,292,191,112,66,57,0,14,174,1,0,6,44,107,71,17,434,718,2,3,8.612225,2.211573,100,0,0,0,0,0,37,123,0,0,0,3,1,0.365671642
266,0,0,0,0,0,0,0,0,0,0,0,26,0,2,3,6,40,322,139,26,564,0,2,3,8.121611,2.206468,100,0,0,0,0,0,0,242,0,0,0,0,1,0.365671642
267,3142,0,0,0,1748,639,541,209,129,54,0,0,0,0,1,0,119,62,0,0,182,1572,1,5,8.198283,2.187647,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365671642
268,0,0,0,45,0,0,0,0,0,0,0,16,19,1,8,0,1,50,6,44,145,0,2,3,7.740845,2.256695,100,0,0,0,0,0,0,9,0,0,0,0,1,0.365671642
269,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,87,7,20,135,0,2,3,7.53539,2.26157,100,0,0,0,0,0,0,12,0,0,0,0,1,0.365671642
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,18,0,2,3,5.969385,2.340277,100,0,0,0,0,0,0,0,0,0,0,0,6,0.84
271,1150,0,0,0,581,236,121,79,48,45,0,70,0,0,0,6,15,181,65,27,364,529,3,1,3.132993,2.195063,100,0,0,313,900,2,0,115,0,0,0,0,6,0.84
272,2089,21,0,0,850,225,245,125,90,107,0,38,0,0,3,4,11,104,86,24,270,792,3,1,3.130767,2.375101,100,0,0,0,0,0,9,157,0,0,0,3,6,0.84
273,2429,2,0,0,1126,337,358,155,101,71,0,23,0,0,0,6,6,74,2,26,137,1022,3,1,0,0,100,0,0,0,1017,2,0,2,0,0,0,3,24,0.79787234
274,1645,0,0,0,951,372,275,104,58,34,0,20,0,0,5,7,11,192,0,21,256,843,3,1,4.153544,2.294781,100,0,0,0,0,1,23,0,0,0,0,0,24,0.79787234
275,2874,0,0,0,1689,665,568,159,80,50,0,10,0,0,1,2,32,89,1,18,153,1522,3,1,2.023958,2.413572,100,0,0,0,0,0,0,1,0,0,0,0,24,0.79787234
276,2642,0,0,0,1507,586,454,174,80,59,0,85,0,0,3,5,6,226,8,52,385,1353,3,1,2.239214,2.244119,100,0,0,217,0,1,0,14,0,0,0,0,24,0.79787234
277,2227,0,0,0,1243,501,359,131,68,59,0,0,0,0,1,4,6,132,2,21,166,1118,3,1,1.995704,2.053659,100,0,0,87,0,1,0,3,0,0,0,0,24,0.79787234
278,3541,0,0,0,1860,658,540,235,133,93,0,0,0,0,3,6,28,124,38,23,222,1659,2,3,4.724283,1.028136,100,0,0,0,0,0,0,66,0,0,0,0,24,0.79787234
279,962,80,0,0,580,287,142,44,31,11,0,26,0,0,3,0,7,433,8,23,500,515,2,3,2.959211,1.541917,100,0,0,683,0,2,3,14,0,0,0,3,24,0.79787234
280,3247,0,0,0,2015,855,582,206,84,53,0,0,0,0,2,2,9,84,11,36,144,1780,3,1,2.294457,1.82,100,0,0,0,0,0,52,19,0,0,0,0,24,0.79787234
281,4583,285,0,0,2447,955,761,260,151,77,0,36,0,0,0,12,18,906,0,34,1006,2204,2,3,1.5,0,100,0,0,162,0,2,199,0,0,0,0,3,24,0.79787234
282,1134,5,0,0,405,55,119,82,74,53,0,0,0,0,4,2,34,104,0,43,187,383,3,1,1.5,0,100,0,0,206,1417,2,15,0,0,0,0,3,24,0.79787234
283,937,9,0,0,347,76,114,48,40,38,0,26,0,0,1,9,8,127,21,17,209,316,3,1,0,0,100,0,0,0,0,0,0,39,0,0,0,1,24,0.79787234
284,1558,0,0,0,382,37,68,57,44,160,0,0,0,0,12,3,2,23,0,16,56,366,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,24,0.79787234
285,3418,5,0,0,1279,257,353,239,166,175,0,0,0,8,8,10,35,85,27,31,204,1190,3,1,0,0,100,0,0,0,313,1,0,47,0,0,0,3,6,0.84
286,2819,12,0,0,1031,173,328,201,155,130,0,38,0,4,8,11,13,502,34,44,654,987,3,1,0,0,100,0,0,1320,386,3,15,62,0,0,0,3,6,0.84
