RemainingLow,RemainingHigh,StopNumber,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,0.677930478,0.322069522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3,0.838965239,0.161034761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,4,0.838965239,0.161034761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1,0.8729723,0.089243481,0.037784219,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,2,0.702551339,0.297448661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,3,0.78776182,0.193346071,0.01889211,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,4,0.78776182,0.193346071,0.01889211,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,0.873806502,0.106794796,0.019398702,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,2,0.953820718,0.046179282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,0.942542406,0.050991359,0.006466234,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,1,0.927262634,0.019513256,0,0,0,0.05322411,0,0,0,0,0,0,0,0,0,0
8,8,2,0.72282577,0,0,0.27717423,0,0,0,0,0,0,0,0,0,0,0,0
8,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,1,0.617749071,0.057156907,0.144170491,0.081150737,0.081150737,0,0.018622057,0,0,0,0,0,0,0,0,0
9,9,2,0.738986131,0.21229703,0,0,0,0.048716839,0,0,0,0,0,0,0,0,0,0
9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
